"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス","D.商品"
"No:202500100007297","2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","揚げ物","","1050","2026/02/16 21:01:58","1","20:配膳済","00000004191:唐揚げ30％オフ"
"No:202500100007298","2026/02/16","月","2026/02/16 21:25:17","2026/02/16 21:38:38","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/16 21:25:24","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007299","2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:30:11","2","5500","2","ランチ","ランチ","並盛x1","2750","2026/02/17 11:30:30","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007299","2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:30:11","2","5500","2","ランチ","ランチ","並盛x1","2750","2026/02/17 11:30:30","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007299","2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:29:46","2","2750","1","ランチ","ランチ","並盛x1","2750","2026/02/17 11:30:30","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007299","2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:30:11","2","2750","1","ランチ","ランチ","並盛x1","2750","2026/02/17 11:30:30","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007300","2026/02/17","火","2026/02/17 11:38:33","2026/02/17 11:39:37","1","0","0","ランチ","ランチ","大盛りx1","0","2026/02/17 11:38:33","0","30:キャンセル済","00000003135:チキン南蛮定食"
"No:202500100007301","2026/02/17","火","2026/02/17 11:39:14","2026/02/17 11:39:37","0","0","0","","","","0"," ","1","",""
"No:202500100007302","2026/02/17","火","2026/02/17 11:38:33","2026/02/17 11:51:49","1","0","0","ランチ","ランチ","大盛りx1","0","2026/02/17 11:38:33","0","30:キャンセル済","00000003135:チキン南蛮定食"
"No:202500100007303","2026/02/17","火","2026/02/17 11:50:28","2026/02/17 11:51:49","1","0","0","ランチ","ランチ","並盛x1","0","2026/02/17 11:50:47","0","30:キャンセル済","00000002565:うな重 松 定食"
"No:202500100007304","2026/02/17","火","2026/02/17 11:38:33","2026/02/17 11:59:28","1","1200","1","ランチ","ランチ","大盛りx1","1200","2026/02/17 11:38:33","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007304","2026/02/17","火","2026/02/17 11:38:33","2026/02/17 11:59:28","1","1200","1","ランチ","ランチ","並盛x1","0","2026/02/17 11:50:47","0","30:キャンセル済","00000002565:うな重 松 定食"
"No:202500100007305","2026/02/17","火","2026/02/17 11:56:00","2026/02/17 12:15:43","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/17 11:56:00","1","20:配膳済","00000001786:サバ定食"
"No:202500100007306","2026/02/17","火","2026/02/17 12:04:19","2026/02/17 12:21:05","1","1100","1","ランチ","ランチ","明太マヨx1 / 少なめx1","1100","2026/02/17 12:04:44","1","20:配膳済","00000004027:とり天定食"
"No:202500100007307","2026/02/17","火","2026/02/17 12:05:52","2026/02/17 12:24:36","3","3300","3","ランチ","ランチ","天つゆx1 / 大盛りx1","1100","2026/02/17 12:05:52","1","20:配膳済","00000004027:とり天定食"
"No:202500100007307","2026/02/17","火","2026/02/17 12:05:52","2026/02/17 12:24:36","3","3300","3","ランチ","ランチ","天つゆx1 / 大盛りx1","1100","2026/02/17 12:05:52","1","20:配膳済","00000004027:とり天定食"
"No:202500100007307","2026/02/17","火","2026/02/17 12:05:52","2026/02/17 12:24:36","3","3300","3","ランチ","ランチ","天つゆx1 / 大盛りx1","1100","2026/02/17 12:05:52","1","20:配膳済","00000004027:とり天定食"
"No:202500100007308","2026/02/17","火","2026/02/17 12:43:53","2026/02/17 12:55:07","1","1200","1","ランチ","ランチ","大盛りx1","1200","2026/02/17 12:43:53","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007309","2026/02/17","火","2026/02/17 13:26:21","2026/02/17 13:44:09","1","1200","1","ランチ","ランチ","大盛りx1","1200","2026/02/17 13:26:21","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","お通し","","660","2026/02/17 18:09:05","1","20:配膳済","00000004006:お通し"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","お通し","","660","2026/02/17 18:09:05","1","20:配膳済","00000004006:お通し"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","ビール","","770","2026/02/17 18:09:20","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","ビール","","770","2026/02/17 18:09:20","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","おすすめ","","1540","2026/02/17 18:17:25","1","20:配膳済","00000003817:馬刺し"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","揚げ物","","1100","2026/02/17 18:17:25","1","20:配膳済","00000000192:タコの唐揚げ"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","ビール","","770","2026/02/17 18:25:11","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","サワー","普通x1","900","2026/02/17 18:41:47","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","鰻料理","","600","2026/02/17 18:41:47","1","20:配膳済","00000002558:肝焼き"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","鰻料理","","600","2026/02/17 18:41:47","1","20:配膳済","00000002558:肝焼き"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","サワー","普通x1","660","2026/02/17 18:57:42","1","20:配膳済","00000000032:ウーロンハイ"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","サワー","普通x1","660","2026/02/17 18:57:42","1","20:配膳済","00000000032:ウーロンハイ"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","一品料理","","1100","2026/02/17 18:58:48","1","20:配膳済","00000000085:ガツ刺し"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","フード","鰻料理","","3600","2026/02/17 19:18:06","1","20:配膳済","00000000288:ﾊｰﾌうなぎ白焼き"
"No:202500100007310","2026/02/17","火","2026/02/17 13:26:45","2026/02/17 19:43:59","2","15050","15","ドリンク","サワー","普通x1","660","2026/02/17 19:34:42","1","20:配膳済","00000000032:ウーロンハイ"
"No:202500100007311","2026/02/17","火","2026/02/17 13:32:22","2026/02/17 14:00:41","0","6860","2","ウーバーイーツ","鰻料理","","3430","2026/02/17 13:32:22","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007311","2026/02/17","火","2026/02/17 13:32:22","2026/02/17 14:00:41","0","6860","2","ウーバーイーツ","鰻料理","","3430","2026/02/17 13:32:22","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007312","2026/02/17","火","2026/02/17 13:33:28","2026/02/17 14:00:48","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/17 13:33:28","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007313","2026/02/17","火","2026/02/17 13:47:46","2026/02/17 14:00:56","0","2100","2","ウーバーイーツ","お弁当","","1900","2026/02/17 13:47:46","1","20:配膳済","00000004072:uber生姜焼き弁当"
"No:202500100007313","2026/02/17","火","2026/02/17 13:47:46","2026/02/17 14:00:56","0","2100","2","ウーバーイーツ","鰻料理","","200","2026/02/17 13:47:46","1","20:配膳済","00000004092:uber大盛り"
"No:202500100007314","2026/02/17","火","2026/02/17 16:58:21","2026/02/17 21:37:40","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/17 16:58:21","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007315","2026/02/17","火","2026/02/17 17:11:08","2026/02/17 21:05:16","4","32000","4","コース","コース","","8000","2026/02/17 17:11:08","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007315","2026/02/17","火","2026/02/17 17:11:08","2026/02/17 21:05:16","4","32000","4","コース","コース","","8000","2026/02/17 17:11:08","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007315","2026/02/17","火","2026/02/17 17:11:08","2026/02/17 21:05:16","4","32000","4","コース","コース","","8000","2026/02/17 17:11:08","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007315","2026/02/17","火","2026/02/17 17:11:08","2026/02/17 21:05:16","4","32000","4","コース","コース","","8000","2026/02/17 17:11:08","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007316","2026/02/17","火","2026/02/17 17:11:24","2026/02/17 20:32:04","4","32000","4","コース","コース","","8000","2026/02/17 17:11:24","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007316","2026/02/17","火","2026/02/17 17:11:24","2026/02/17 20:32:04","4","32000","4","コース","コース","","8000","2026/02/17 17:11:24","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007316","2026/02/17","火","2026/02/17 17:11:24","2026/02/17 20:32:04","4","32000","4","コース","コース","","8000","2026/02/17 17:11:24","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007316","2026/02/17","火","2026/02/17 17:11:24","2026/02/17 20:32:04","4","32000","4","コース","コース","","8000","2026/02/17 17:11:24","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","お通し","","660","2026/02/17 17:11:52","1","20:配膳済","00000004006:お通し"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","お通し","","660","2026/02/17 17:11:52","1","20:配膳済","00000004006:お通し"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","お通し","","660","2026/02/17 17:11:52","1","20:配膳済","00000004006:お通し"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","ビール","","770","2026/02/17 19:05:29","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","ビール","","770","2026/02/17 19:05:29","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","ビール","","770","2026/02/17 19:05:29","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","お刺身","三点3・4人前x1","3080","2026/02/17 19:10:04","1","20:配膳済","00000001072:お刺身盛合せ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","サラダ","","1600","2026/02/17 19:10:04","1","20:配膳済","00000001077:シーザー風サラダ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","サラダ","","1500","2026/02/17 19:10:04","1","20:配膳済","00000000062:大和芋のとろろサラダ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","おすすめ","","1210","2026/02/17 19:10:04","1","20:配膳済","00000004208:白子ポン酢"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","鰻料理","","600","2026/02/17 19:10:04","1","20:配膳済","00000002558:肝焼き"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","鰻料理","","600","2026/02/17 19:10:04","1","20:配膳済","00000002558:肝焼き"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","おすすめ","","660","2026/02/17 19:19:04","1","20:配膳済","00000003582:鰻ヒレ唐揚げ"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","おすすめ","","440","2026/02/17 19:19:04","1","20:配膳済","00000000899:骨せんべい"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","揚げ物","","1100","2026/02/17 19:19:04","1","20:配膳済","00000000071:大和芋の磯辺揚"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","ビール","","900","2026/02/17 19:29:13","1","20:配膳済","00000000013:黒ラベル 瓶"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","サワー","普通x1","900","2026/02/17 19:38:56","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","サワー","普通x1","900","2026/02/17 19:38:56","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","サワー","普通x1","900","2026/02/17 20:00:17","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","鰻料理","並盛x1","6900","2026/02/17 20:40:42","1","20:配膳済","00000002553:うな重 松"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","鰻料理","並盛x1","4200","2026/02/17 20:40:42","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","サワー","普通x1","900","2026/02/17 20:41:08","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","サワー","普通x1","900","2026/02/17 20:41:08","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","サワー","普通x1","900","2026/02/17 20:41:08","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","ドリンク","ソフトドリンク","","660","2026/02/17 20:52:29","1","20:配膳済","00000003761:内臓美人茶"
"No:202500100007317","2026/02/17","火","2026/02/17 17:11:52","2026/02/17 21:47:04","3","33470","26","フード","鰻料理","","330","2026/02/17 21:08:26","1","20:配膳済","00000000143:肝吸い"
"No:202500100007318","2026/02/17","火","2026/02/17 17:12:04","2026/02/17 21:23:46","2","20380","18","フード","お通し","","660","2026/02/17 17:12:04","1","20:配膳済","00000004006:お通し"
"No:202500100007318","2026/02/17","火","2026/02/17 17:12:04","2026/02/17 21:23:46","2","20380","18","フード","お通し","","660","2026/02/17 17:12:04","1","20:配膳済","00000004006:お通し"
"No:202500100007318","2026/02/17","火","2026/02/17 17:12:04","2026/02/17 21:23:46","2","20380","18","フード","サラダ","","1100","2026/02/17 19:38:21","1","20:配膳済","00000003261:トマトじゃこ"
