"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス","D.商品"
"No:202500100007324","2026/02/17","火","2026/02/17 20:36:02","2026/02/17 21:38:15","0","4180","3","ウーバーイーツ","鰻料理","","0","2026/02/17 20:36:02","1","20:配膳済","00000004091:uber肝焼きプロモーション"
"No:202500100007325","2026/02/17","火","2026/02/17 20:40:59","2026/02/17 21:09:36","1","3710","5","フード","お通し","","660","2026/02/17 20:40:59","1","20:配膳済","00000004006:お通し"
"No:202500100007325","2026/02/17","火","2026/02/17 20:40:59","2026/02/17 21:09:36","1","3710","5","ドリンク","ウイスキー","ソーダ割りx1","800","2026/02/17 20:40:59","1","20:配膳済","00000002250:メーカーズマーク"
"No:202500100007325","2026/02/17","火","2026/02/17 20:40:59","2026/02/17 21:09:36","1","3710","5","フード","おすすめ","","500","2026/02/17 20:41:35","1","20:配膳済","00000002644:海鮮パクチー春巻1本"
"No:202500100007325","2026/02/17","火","2026/02/17 20:40:59","2026/02/17 21:09:36","1","3710","5","フード","一品料理","","1200","2026/02/17 20:41:35","1","20:配膳済","00000000082:マグロ山かけ"
"No:202500100007325","2026/02/17","火","2026/02/17 20:40:59","2026/02/17 21:09:36","1","3710","5","フード","おすすめ","","550","2026/02/17 20:41:35","1","20:配膳済","00000002646:とり天2カン"
"No:202500100007326","2026/02/18","水","2026/02/18 11:30:58","2026/02/18 12:08:06","2","3600","2","ランチ","ランチ","大盛りx1","1800","2026/02/18 11:31:17","1","20:配膳済","00000004030:お刺身定食"
"No:202500100007326","2026/02/18","水","2026/02/18 11:30:58","2026/02/18 12:08:06","2","3600","2","ランチ","ランチ","大盛りx1","1800","2026/02/18 11:31:17","1","20:配膳済","00000004031:とんかつ定食"
"No:202500100007327","2026/02/18","水","2026/02/18 11:33:45","2026/02/18 12:10:44","2","10170","4","ランチ","ランチ","並盛x1","4400","2026/02/18 11:35:39","1","20:配膳済","00000002566:うな重 竹 定食"
"No:202500100007327","2026/02/18","水","2026/02/18 11:33:45","2026/02/18 12:10:44","2","10170","4","ランチ","ランチ","大盛りx1","4400","2026/02/18 11:35:39","1","20:配膳済","00000002566:うな重 竹 定食"
"No:202500100007327","2026/02/18","水","2026/02/18 11:33:45","2026/02/18 12:10:44","2","10170","4","ドリンク","ビール","","770","2026/02/18 11:35:39","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007327","2026/02/18","水","2026/02/18 11:33:45","2026/02/18 12:10:44","2","10170","4","ドリンク","ビール","","600","2026/02/18 11:35:39","1","20:配膳済","00000000014:オールフリー"
"No:202500100007328","2026/02/18","水","2026/02/18 11:39:36","2026/02/18 12:01:35","2","2300","2","ランチ","ランチ","明太マヨx1 / 大盛りx1","1100","2026/02/18 11:39:36","1","20:配膳済","00000004027:とり天定食"
"No:202500100007328","2026/02/18","水","2026/02/18 11:39:36","2026/02/18 12:01:35","2","2300","2","ランチ","ランチ","大盛りx1","1200","2026/02/18 11:39:36","1","20:配膳済","00000001786:サバ定食"
"No:202500100007328","2026/02/18","水","2026/02/18 11:39:36","2026/02/18 12:01:15","2","1100","1","ランチ","ランチ","明太マヨx1 / 大盛りx1","1100","2026/02/18 11:39:36","1","20:配膳済","00000004027:とり天定食"
"No:202500100007328","2026/02/18","水","2026/02/18 11:39:36","2026/02/18 12:01:35","2","1200","1","ランチ","ランチ","大盛りx1","1200","2026/02/18 11:39:36","1","20:配膳済","00000001786:サバ定食"
"No:202500100007329","2026/02/18","水","2026/02/18 11:40:52","2026/02/18 12:06:51","2","3600","2","ランチ","ランチ","並盛x1","1800","2026/02/18 11:41:19","1","20:配膳済","00000003311:エビフライ定食"
"No:202500100007329","2026/02/18","水","2026/02/18 11:40:52","2026/02/18 12:06:51","2","3600","2","ランチ","ランチ","少なめx1","1800","2026/02/18 11:41:19","1","20:配膳済","00000003311:エビフライ定食"
"No:202500100007330","2026/02/18","水","2026/02/18 11:44:25","2026/02/18 12:06:28","1","1200","1","ランチ","ランチ","大盛りx1","1200","2026/02/18 11:44:50","1","20:配膳済","00000002484:豚しゃぶ定食"
"No:202500100007331","2026/02/18","水","2026/02/18 11:52:49","2026/02/18 12:22:31","1","1800","1","ランチ","ランチ","少なめx1","1800","2026/02/18 11:52:49","1","20:配膳済","00000004030:お刺身定食"
"No:202500100007332","2026/02/18","水","2026/02/18 11:59:18","2026/02/18 12:18:34","1","1100","1","ランチ","ランチ","ユーリンチー風x1 / 大盛りx1","1100","2026/02/18 11:59:18","1","20:配膳済","00000004027:とり天定食"
"No:202500100007333","2026/02/18","水","2026/02/18 12:02:12","2026/02/18 12:27:03","1","1680","3","ランチ","ランチ","並盛x1","1200","2026/02/18 12:02:28","1","20:配膳済","00000001786:サバ定食"
"No:202500100007333","2026/02/18","水","2026/02/18 12:02:12","2026/02/18 12:27:03","1","1680","3","ランチ","サイドメニュー","","150","2026/02/18 12:02:28","1","20:配膳済","00000004042:納豆"
"No:202500100007333","2026/02/18","水","2026/02/18 12:02:12","2026/02/18 12:27:03","1","1680","3","ランチ","サイドメニュー","","330","2026/02/18 12:02:28","1","20:配膳済","00000004044:サラダ"
"No:202500100007334","2026/02/18","水","2026/02/18 12:28:13","2026/02/18 12:55:47","2","3300","2","ランチ","ランチ","並盛x1","1800","2026/02/18 12:28:13","1","20:配膳済","00000004029:カキフライ定食"
"No:202500100007334","2026/02/18","水","2026/02/18 12:28:13","2026/02/18 12:55:47","2","3300","2","ランチ","ランチ","並盛x1","1500","2026/02/18 12:28:13","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007334","2026/02/18","水","2026/02/18 12:28:13","2026/02/18 12:55:26","2","1800","1","ランチ","ランチ","並盛x1","1800","2026/02/18 12:28:13","1","20:配膳済","00000004029:カキフライ定食"
"No:202500100007334","2026/02/18","水","2026/02/18 12:28:13","2026/02/18 12:55:47","2","1500","1","ランチ","ランチ","並盛x1","1500","2026/02/18 12:28:13","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007335","2026/02/18","水","2026/02/18 12:30:56","2026/02/18 13:09:47","3","4700","3","ランチ","ランチ","少なめx1","1800","2026/02/18 12:32:35","1","20:配膳済","00000004030:お刺身定食"
"No:202500100007335","2026/02/18","水","2026/02/18 12:30:56","2026/02/18 13:09:47","3","4700","3","ランチ","ランチ","並盛x1","1800","2026/02/18 12:32:35","1","20:配膳済","00000004030:お刺身定食"
"No:202500100007335","2026/02/18","水","2026/02/18 12:30:56","2026/02/18 13:09:47","3","4700","3","ランチ","ランチ","おろしソースx1 / 並盛x1","1100","2026/02/18 12:32:35","1","20:配膳済","00000004027:とり天定食"
"No:202500100007336","2026/02/18","水","2026/02/18 12:35:29","2026/02/18 12:56:28","2","2300","2","ランチ","ランチ","並盛x1","1200","2026/02/18 12:35:29","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007336","2026/02/18","水","2026/02/18 12:35:29","2026/02/18 12:56:28","2","2300","2","ランチ","ランチ","天つゆx1 / 並盛x1","1100","2026/02/18 12:35:29","1","20:配膳済","00000004027:とり天定食"
"No:202500100007337","2026/02/18","水","2026/02/18 12:57:49","2026/02/18 13:41:28","2","5650","3","ランチ","ランチ","並盛x1","3300","2026/02/18 13:03:18","1","20:配膳済","00000002567:うな重 梅 定食"
"No:202500100007337","2026/02/18","水","2026/02/18 12:57:49","2026/02/18 13:41:28","2","5650","3","ランチ","ランチ","並盛x1","1800","2026/02/18 13:03:18","1","20:配膳済","00000003311:エビフライ定食"
"No:202500100007337","2026/02/18","水","2026/02/18 12:57:49","2026/02/18 13:41:28","2","5650","3","ランチ","ランチ単品","","550","2026/02/18 13:17:47","1","20:配膳済","00000004038:ランチ肝焼き"
"No:202500100007338","2026/02/18","水","2026/02/18 13:02:34","2026/02/18 14:00:34","0","1200","1","ロケットナウ","お弁当","","1200","2026/02/18 13:02:42","1","20:配膳済","00000003686:ロケット生姜焼き弁当"
"No:202500100007339","2026/02/18","水","2026/02/18 13:28:38","2026/02/18 14:11:58","2","5500","2","ランチ","ランチ","並盛x1","2750","2026/02/18 13:28:38","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007339","2026/02/18","水","2026/02/18 13:28:38","2026/02/18 14:11:58","2","5500","2","ランチ","ランチ","大盛りx1","2750","2026/02/18 13:28:38","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007340","2026/02/18","水","2026/02/18 16:16:15","2026/02/18 17:02:43","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/18 16:16:23","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","鰻料理","","7700","2026/02/18 16:24:46","1","20:配膳済","00000004084:uberうな重松"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","鰻料理","","200","2026/02/18 16:24:46","1","20:配膳済","00000004092:uber大盛り"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","鰻料理","","7200","2026/02/18 16:24:46","1","20:配膳済","00000004089:uber白焼き"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","サラダ","","1900","2026/02/18 16:24:46","1","20:配膳済","00000004096:uber大和芋のとろろサラダ"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","サラダ","","2800","2026/02/18 16:24:46","1","20:配膳済","00000004098:uberシーザー風サラダ"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","サラダ","","1900","2026/02/18 16:24:46","1","20:配膳済","00000004097:uberチョレギサラダ"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","鰻料理","","750","2026/02/18 16:24:46","1","20:配膳済","00000004090:uber肝焼き"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","鰻料理","","800","2026/02/18 16:24:46","1","20:配膳済","00000004203:骨せんべい"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","鰻料理","","800","2026/02/18 16:24:46","1","20:配膳済","00000004203:骨せんべい"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","揚げ物","","1050","2026/02/18 16:24:46","1","20:配膳済","00000004191:唐揚げ30％オフ"
"No:202500100007341","2026/02/18","水","2026/02/18 16:23:48","2026/02/18 17:02:52","0","26150","11","ウーバーイーツ","揚げ物","","1050","2026/02/18 16:24:46","1","20:配膳済","00000004191:唐揚げ30％オフ"
"No:202500100007342","2026/02/18","水","2026/02/18 16:40:03","2026/02/18 17:03:00","0","5230","4","ウーバーイーツ","鰻料理","","3430","2026/02/18 16:40:20","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007342","2026/02/18","水","2026/02/18 16:40:03","2026/02/18 17:03:00","0","5230","4","ウーバーイーツ","鰻料理","","750","2026/02/18 16:40:20","1","20:配膳済","00000004090:uber肝焼き"
"No:202500100007342","2026/02/18","水","2026/02/18 16:40:03","2026/02/18 17:03:00","0","5230","4","ウーバーイーツ","鰻料理","","0","2026/02/18 16:40:20","1","20:配膳済","00000004091:uber肝焼きプロモーション"
"No:202500100007342","2026/02/18","水","2026/02/18 16:40:03","2026/02/18 17:03:00","0","5230","4","ウーバーイーツ","揚げ物","","1050","2026/02/18 16:40:20","1","20:配膳済","00000004191:唐揚げ30％オフ"
"No:202500100007343","2026/02/18","水","2026/02/18 17:08:51","2026/02/18 17:37:19","1","4860","2","フード","鰻料理","並盛x1","4200","2026/02/18 17:11:59","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007343","2026/02/18","水","2026/02/18 17:08:51","2026/02/18 17:37:19","1","4860","2","フード","お通し","","660","2026/02/18 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007344","2026/02/18","水","2026/02/18 17:18:30","2026/02/18 19:23:46","0","1200","1","ロケットナウ","お弁当","明太マヨx1 / 並盛x1","1200","2026/02/18 17:18:43","1","20:配膳済","00000003826:ロケットとり天弁当"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","お通し","","660","2026/02/18 18:28:35","1","20:配膳済","00000004006:お通し"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","お通し","","660","2026/02/18 18:28:35","1","20:配膳済","00000004006:お通し"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","ドリンク","ビール","","770","2026/02/18 18:36:17","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","鰻料理","","3600","2026/02/18 18:38:12","1","20:配膳済","00000000287:ﾊｰﾌうなぎ蒲焼"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","鰻料理","","600","2026/02/18 18:38:12","1","20:配膳済","00000002558:肝焼き"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","鰻料理","","600","2026/02/18 18:38:12","1","20:配膳済","00000002558:肝焼き"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","揚げ物","","1100","2026/02/18 18:38:12","1","20:配膳済","00000000071:大和芋の磯辺揚"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","鰻料理","並盛x1","5800","2026/02/18 18:38:12","1","20:配膳済","00000002554:うな重 竹"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","一品料理","","500","2026/02/18 18:38:12","1","20:配膳済","00000000299:なすのお新香"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","おすすめ","","440","2026/02/18 18:40:26","1","20:配膳済","00000000899:骨せんべい"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","フード","おすすめ","","660","2026/02/18 18:40:26","1","20:配膳済","00000003582:鰻ヒレ唐揚げ"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","ドリンク","果実酒","ソーダ割りx1","660","2026/02/18 18:53:56","1","20:配膳済","00000004008:梅酒"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","ドリンク","ウイスキー","普通x1","700","2026/02/18 18:53:56","1","20:配膳済","00000003245:角ハイボール"
"No:202500100007345","2026/02/18","水","2026/02/18 18:28:35","2026/02/18 19:34:48","2","17450","14","ドリンク","ウイスキー","普通x1","700","2026/02/18 19:12:04","1","20:配膳済","00000003245:角ハイボール"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","お通し","","660","2026/02/18 18:28:49","1","20:配膳済","00000004006:お通し"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","お通し","","660","2026/02/18 18:28:49","1","20:配膳済","00000004006:お通し"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","お通し","","660","2026/02/18 18:28:49","1","20:配膳済","00000004006:お通し"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","ドリンク","サワー","普通x1","900","2026/02/18 18:52:29","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","ドリンク","サワー","普通x1","770","2026/02/18 18:52:29","1","20:配膳済","00000003756:内臓美人ハイ"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","ドリンク","ソフトドリンク","","660","2026/02/18 18:52:29","1","20:配膳済","00000003761:内臓美人茶"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","おすすめ","","770","2026/02/18 18:55:51","1","20:配膳済","00000004245:アンコウ唐揚げ"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","おすすめ","","1100","2026/02/18 18:55:51","1","20:配膳済","00000000163:穴子天ぷら"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","サラダ","","1100","2026/02/18 18:55:51","1","20:配膳済","00000001075:チョレギサラダ"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","一品料理","","1100","2026/02/18 18:55:51","1","20:配膳済","00000000085:ガツ刺し"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","鰻料理","少なめx1","4200","2026/02/18 19:42:02","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","鰻料理","並盛x1","4200","2026/02/18 19:42:02","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007346","2026/02/18","水","2026/02/18 18:28:49","2026/02/18 21:03:45","3","20980","13","フード","鰻料理","並盛x1","4200","2026/02/18 19:42:02","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","コース","コース","","6000","2026/02/18 18:29:17","1","20:配膳済","00000004204:歓送迎会コース"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","コース","コース","","6000","2026/02/18 18:29:17","1","20:配膳済","00000004204:歓送迎会コース"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","コース","コース","","6000","2026/02/18 18:29:17","1","20:配膳済","00000004204:歓送迎会コース"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","コース","コース","","6000","2026/02/18 18:29:17","1","20:配膳済","00000004204:歓送迎会コース"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","コース","コース","","6000","2026/02/18 18:29:17","1","20:配膳済","00000004204:歓送迎会コース"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","コース","コース","","6000","2026/02/18 18:29:17","1","20:配膳済","00000004204:歓送迎会コース"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","ビール","","900","2026/02/18 18:57:53","1","20:配膳済","00000000012:スーパードライ 瓶"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","1210","2026/02/18 18:57:53","1","20:配膳済","00000004259:奥"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","880","2026/02/18 18:57:53","1","20:配膳済","00000000109:八海山"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","1100","2026/02/18 19:23:40","1","20:配膳済","00000002262:貴"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","1100","2026/02/18 19:23:40","1","20:配膳済","00000000044:ヒレ酒"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","1100","2026/02/18 19:23:40","1","20:配膳済","00000000044:ヒレ酒"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","0","2026/02/18 19:33:45","0","30:キャンセル済","00000000044:ヒレ酒"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","660","2026/02/18 19:52:29","1","20:配膳済","00000000123:つぎ酒"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","日本酒","","1650","2026/02/18 19:55:49","1","20:配膳済","00000004248:陸奥八仙"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","サワー","普通x1","900","2026/02/18 19:57:13","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007347","2026/02/18","水","2026/02/18 18:29:17","2026/02/18 20:42:11","6","46400","16","ドリンク","サワー","普通x1","900","2026/02/18 20:02:35","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","お通し","","660","2026/02/18 18:51:58","1","20:配膳済","00000004006:お通し"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","お通し","","660","2026/02/18 18:51:58","1","20:配膳済","00000004006:お通し"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","お通し","","660","2026/02/18 18:51:58","1","20:配膳済","00000004006:お通し"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","","6000","2026/02/18 18:54:55","1","20:配膳済","00000000052:うなぎ白焼き"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","","3000","2026/02/18 18:54:55","1","20:配膳済","00000002557:う巻 上"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","","600","2026/02/18 18:54:55","1","20:配膳済","00000002558:肝焼き"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","","600","2026/02/18 18:54:55","1","20:配膳済","00000002558:肝焼き"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","","600","2026/02/18 18:54:55","1","20:配膳済","00000002558:肝焼き"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","サラダ","","1100","2026/02/18 18:54:55","1","20:配膳済","00000001075:チョレギサラダ"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","揚げ物","","1100","2026/02/18 18:54:55","1","20:配膳済","00000000071:大和芋の磯辺揚"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","おすすめ","","880","2026/02/18 18:54:55","1","20:配膳済","00000002647:とり天4カン"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","おすすめ","","550","2026/02/18 18:54:55","1","20:配膳済","00000002646:とり天2カン"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 19:19:44","1","20:配膳済","00000003756:内臓美人ハイ"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 19:19:44","1","20:配膳済","00000003756:内臓美人ハイ"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 19:19:44","1","20:配膳済","00000000150:梅干しサワー"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 19:27:24","1","20:配膳済","00000003756:内臓美人ハイ"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 19:35:55","1","20:配膳済","00000000150:梅干しサワー"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","並盛x1","5800","2026/02/18 19:46:26","1","20:配膳済","00000002554:うな重 竹"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","並盛x1","5800","2026/02/18 19:46:26","1","20:配膳済","00000002554:うな重 竹"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","鰻料理","並盛x1","5800","2026/02/18 19:46:26","1","20:配膳済","00000002554:うな重 竹"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","フード","一品料理","","770","2026/02/18 19:46:26","1","20:配膳済","00000000135:お新香盛"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 20:02:44","1","20:配膳済","00000003756:内臓美人ハイ"
"No:202500100007348","2026/02/18","水","2026/02/18 18:51:58","2026/02/18 20:46:45","3","39970","23","ドリンク","サワー","普通x1","770","2026/02/18 20:23:40","1","20:配膳済","00000000150:梅干しサワー"
"No:202500100007349","2026/02/18","水","2026/02/18 19:15:09","2026/02/18 19:43:18","0","20700","3","TO/出前","鰻料理","","6900","2026/02/18 19:15:17","1","20:配膳済","00000004051:TO)うな重 松"
"No:202500100007349","2026/02/18","水","2026/02/18 19:15:09","2026/02/18 19:43:18","0","20700","3","TO/出前","鰻料理","","6900","2026/02/18 19:15:17","1","20:配膳済","00000004051:TO)うな重 松"
"No:202500100007349","2026/02/18","水","2026/02/18 19:15:09","2026/02/18 19:43:18","0","20700","3","TO/出前","鰻料理","","6900","2026/02/18 19:15:17","1","20:配膳済","00000004051:TO)うな重 松"
"No:202500100007350","2026/02/18","水","2026/02/18 19:28:52","2026/02/18 20:52:50","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/18 19:29:00","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007351","2026/02/18","水","2026/02/18 19:48:39","2026/02/18 20:52:58","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/18 19:48:39","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007352","2026/02/18","水","2026/02/18 20:05:05","2026/02/18 20:53:06","0","1200","1","ロケットナウ","お弁当","","1200","2026/02/18 20:05:05","1","20:配膳済","00000003686:ロケット生姜焼き弁当"
"No:202500100007353","2026/02/18","水","2026/02/18 20:10:46","2026/02/18 20:45:39","1","4030","5","フード","お通し","","660","2026/02/18 20:10:50","1","20:配膳済","00000004006:お通し"
