店舗ID,店舗名,会計ID,レシートNo,テーブル,媒体,営業日,来店日時,会計日時,人数,チェックイン人数,小計,割増計,割引計,合計,消費税合計,税率10%対象額,税率10%消費税額,税率8%対象額,税率8%消費税額,非課税対象額,不課税対象額,預り金,お釣り,修正履歴
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72632392,12639,5,食べログ,2026/02/19,2026/02/19 19:36:28,2026/02/19 22:06:56,2,0,12960,0,0,12960,1178,12960,1178,0,0,0,0,20000,7040,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72633216,12640,4,食べログ,2026/02/19,2026/02/19 20:25:19,2026/02/19 22:10:34,3,3,24790,0,0,24790,2253,24790,2253,0,0,0,0,24790,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72703790,12641,"7,18,8,17",ぐるなび,2026/02/20,2026/02/20 17:34:23,2026/02/20 18:44:05,4,0,13250,0,0,13250,1204,13250,1204,0,0,0,0,13250,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72714856,12642,5,食べログ,2026/02/20,2026/02/20 17:26:27,2026/02/20 19:38:31,2,0,15960,0,0,15960,1450,15960,1450,0,0,0,0,15960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72731354,12643,4,食べログ,2026/02/20,2026/02/20 17:36:45,2026/02/20 20:30:56,4,0,25920,0,0,25920,2356,25920,2356,0,0,0,0,25920,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72733672,12644,6,食べログ,2026/02/20,2026/02/20 17:37:58,2026/02/20 20:37:06,3,0,23940,0,0,23940,2176,23940,2176,0,0,0,0,23940,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72739946,12645,1,食べログ,2026/02/20,2026/02/20 17:33:21,2026/02/20 20:53:40,2,1,18700,0,0,18700,1700,18700,1700,0,0,0,0,18700,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72741179,12646,7,フリー,2026/02/20,2026/02/20 19:13:19,2026/02/20 20:56:42,3,2,7280,0,0,7280,661,7280,661,0,0,0,0,15078,7798,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72745992,12647,"10,15",食べログ,2026/02/20,2026/02/20 17:38:56,2026/02/20 21:08:28,2,1,16630,0,0,16630,1511,16630,1511,0,0,0,0,16630,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72750186,12648,23,一休,2026/02/20,2026/02/20 19:29:23,2026/02/20 21:19:57,2,0,12960,0,0,12960,1178,12960,1178,0,0,0,0,12960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72755795,12649,"12,13",食べログ,2026/02/20,2026/02/20 17:39:38,2026/02/20 21:35:23,2,0,5310,0,0,5310,482,5310,482,0,0,0,0,5310,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72761369,12650,3,食べログ,2026/02/20,2026/02/20 17:36:23,2026/02/20 21:51:57,3,0,19440,0,0,19440,1767,19440,1767,0,0,0,0,19440,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72766552,12651,2,食べログ,2026/02/20,2026/02/20 17:35:35,2026/02/20 22:07:02,4,1,25920,0,0,25920,2356,25920,2356,0,0,0,0,25920,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72780064,12652,"4,5",食べログ,2026/02/20,2026/02/20 20:41:43,2026/02/20 22:49:03,5,0,33900,0,0,33900,3081,33900,3081,0,0,0,0,33900,0,会計取り消し
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72781716,12653,"4,5",食べログ,2026/02/20,2026/02/20 20:41:43,2026/02/20 22:54:35,5,0,33900,0,0,33900,3081,33900,3081,0,0,0,0,40340,6440,会計取り消し
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72783940,12654,"4,5",食べログ,2026/02/20,2026/02/20 20:41:43,2026/02/20 23:02:33,5,0,33900,0,0,33900,3081,33900,3081,0,0,0,0,33900,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72898701,12655,4,食べログ,2026/02/21,2026/02/21 19:07:32,2026/02/21 19:54:39,3,0,5440,0,0,5440,494,5440,494,0,0,0,0,5440,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72898969,12656,3,食べログ,2026/02/21,2026/02/21 17:10:14,2026/02/21 19:55:15,2,0,15960,0,0,15960,1450,15960,1450,0,0,0,0,15960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,72945179,12657,1,食べログ,2026/02/21,2026/02/21 17:09:33,2026/02/21 21:50:13,2,1,15960,0,0,15960,1450,15960,1450,0,0,0,0,15960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73357525,12658,"1,23",食べログ,2026/02/24,2026/02/24 19:01:56,2026/02/24 19:47:21,2,1,8570,0,0,8570,779,8570,779,0,0,0,0,8570,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73385627,12659,"4,6,5",食べログ,2026/02/24,2026/02/24 19:10:36,2026/02/24 21:46:05,9,5,71820,0,0,71820,6529,71820,6529,0,0,0,0,71820,0,会計取り消し
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73385850,12660,"4,6,5",食べログ,2026/02/24,2026/02/24 19:10:36,2026/02/24 21:47:06,9,5,71820,0,0,71820,6529,71820,6529,0,0,0,0,71820,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73392030,12661,1,フリー,2026/02/24,2026/02/24 19:59:51,2026/02/24 22:17:29,2,2,15140,0,6000,9140,830,9140,830,0,0,0,0,9140,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73396363,12662,"7,8,9",食べログ,2026/02/24,2026/02/24 20:05:11,2026/02/24 22:41:58,7,6,45360,0,0,45360,4123,45360,4123,0,0,0,0,50000,4640,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73472336,12663,4,食べログ,2026/02/25,2026/02/25 17:07:57,2026/02/25 20:20:38,2,1,14190,0,0,14190,1290,14190,1290,0,0,0,0,14190,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73483278,12664,2,食べログ,2026/02/25,2026/02/25 17:07:52,2026/02/25 21:02:09,2,2,14660,0,0,14660,1332,14660,1332,0,0,0,0,14660,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73496973,12665,1,一休,2026/02/25,2026/02/25 17:07:46,2026/02/25 21:57:53,2,1,11640,0,0,11640,1058,11640,1058,0,0,0,0,11640,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73499591,12666,3,食べログ,2026/02/25,2026/02/25 17:07:55,2026/02/25 22:09:33,2,1,14430,0,0,14430,1311,14430,1311,0,0,0,0,14430,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73601011,12667,2,食べログ,2026/02/26,2026/02/26 18:07:02,2026/02/26 21:10:24,2,0,13710,0,0,13710,1246,13710,1246,0,0,0,0,13710,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73605404,12668,3,食べログ,2026/02/26,2026/02/26 18:07:08,2026/02/26 21:26:55,3,0,23940,0,0,23940,2176,23940,2176,0,0,0,0,23940,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73617771,12669,"23,24",食べログ,2026/02/26,2026/02/26 18:09:29,2026/02/26 22:19:02,2,0,10960,0,0,10960,996,10960,996,0,0,0,0,10960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73621339,12670,"5,6",一休,2026/02/26,2026/02/26 18:07:19,2026/02/26 22:35:50,6,3,85070,0,0,85070,7733,85070,7733,0,0,0,0,85070,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73693290,12671,3,食べログ,2026/02/27,2026/02/27 16:51:18,2026/02/27 19:09:29,2,1,12960,0,0,12960,1178,12960,1178,0,0,0,0,12960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73699200,12672,2,一休,2026/02/27,2026/02/27 17:34:13,2026/02/27 19:37:29,2,2,12960,0,0,12960,1178,12960,1178,0,0,0,0,12960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73707239,12673,"12,13",食べログ,2026/02/27,2026/02/27 16:56:55,2026/02/27 20:05:46,2,0,22120,0,0,22120,2010,22120,2010,0,0,0,0,22120,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73717020,12674,"7,9,8,15,16,17,18",食べログ,2026/02/27,2026/02/27 17:35:25,2026/02/27 20:34:11,7,0,52360,0,0,52360,4760,52360,4760,0,0,0,0,52360,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73718276,12675,20,食べログ,2026/02/27,2026/02/27 18:48:59,2026/02/27 20:37:26,2,0,13710,0,0,13710,1246,13710,1246,0,0,0,0,13710,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73723957,12676,1,食べログ,2026/02/27,2026/02/27 16:49:34,2026/02/27 20:52:31,2,0,12960,0,0,12960,1178,12960,1178,0,0,0,0,12960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73735056,12677,"11,14",食べログ,2026/02/27,2026/02/27 16:54:17,2026/02/27 21:20:33,2,0,17210,0,0,17210,1564,17210,1564,0,0,0,0,17210,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73736193,12678,2,食べログ,2026/02/27,2026/02/27 19:55:10,2026/02/27 21:23:28,2,1,10820,0,0,10820,983,10820,983,0,0,0,0,10820,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73738312,12679,"4,6,5",食べログ,2026/02/27,2026/02/27 16:51:53,2026/02/27 21:29:01,10,1,78150,0,0,78150,7104,78150,7104,0,0,0,0,78150,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73742441,12680,3,食べログ,2026/02/27,2026/02/27 19:33:39,2026/02/27 21:40:16,3,2,21570,0,0,21570,1960,21570,1960,0,0,0,0,21570,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73753016,12681,"23,24",食べログ,2026/02/27,2026/02/27 17:46:21,2026/02/27 22:11:03,2,0,10500,0,0,10500,954,10500,954,0,0,0,0,11000,500,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73874708,12682,"23,24",食べログ,2026/02/28,2026/02/28 18:08:11,2026/02/28 19:27:30,2,0,10960,0,0,10960,996,10960,996,0,0,0,0,10960,0,
7fe37e09-6e00-4127-93e8-673498198392,別天地 銀座,73901252,12683,2,食べログ,2026/02/28,2026/02/28 18:00:20,2026/02/28 20:35:02,2,2,18360,0,0,18360,1669,18360,1669,0,0,0,0,18360,0,
