予約No,顧客No,来店数,キャンセル数,連絡なしキャンセル数,来店日,来店時間,滞在時間,人数,お子様人数,ステータス,受付窓口,Vポイント,卓,コース,メニュー/コース,予約属性,予約メモ,作成日,作成時間,インポート時に指定した作成日,インポート時に指定した作成時間
SD6680884,,,,,2026/01/11,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/01/10,11:59,"",""
SD6045044,,,,,2026/01/11,13:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/04,14:01,"",""
HP27LPNQ9F,134495306,1,0,0,2026/01/11,18:30,105,2,0,来店済み,食べログネット予約,0,B2,お席のみのご予約,"","","",2026/01/11,14:33,"",""
SD6730193,,,,,2026/01/11,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/10,18:07,"",""
SD6843751,,,,,2026/01/11,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/11,18:11,"",""
SD6847806,,,,,2026/01/11,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/11,18:46,"",""
DRDDFXLKET,134470591,1,0,0,2026/01/11,19:30,105,4,0,来店済み,食べログネット予約,0,A3,お席のみのご予約,"","","",2026/01/11,09:52,"",""
SD6741883,,,,,2026/01/11,20:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/10,19:29,"",""
PDUTSQDQYD,135000344,1,0,0,2026/01/16,11:30,105,2,0,来店済み,食べログネット予約,0,B2,お席のみのご予約,"","","",2026/01/16,08:15,"",""
SD7072785,,,,,2026/01/16,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/14,09:27,"",""
SD5189642,,,,,2026/01/16,18:30,105,14,0,来店済み,HOT PEPPERグルメネット予約,0,"B1, B2, B3, B4","","","","",2025/12/26,16:54,"",""
XRPPWMX3ZK,134458456,1,0,0,2026/01/16,20:00,105,2,0,来店済み,食べログネット予約,0,A4,お席のみのご予約,"","","",2026/01/11,00:12,"",""
7HYR55KSUH,133867797,1,0,0,2026/01/17,13:00,105,5,0,来店済み,食べログネット予約,0,D1,お席のみのご予約,"","","",2026/01/06,07:23,"",""
SD7374835,,,,,2026/01/17,14:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/16,22:28,"",""
SD6750634,,,,,2026/01/17,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/10,20:26,"",""
SD7105354,,,,,2026/01/18,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/14,16:21,"",""
SD7515707,,,,,2026/01/18,13:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/18,12:44,"",""
SD7505066,,,,,2026/01/18,17:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/18,10:43,"",""
SD7542658,,,,,2026/01/18,18:00,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/18,17:05,"",""
SD6962459,,,,,2026/01/18,18:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/12,22:42,"",""
SD7640748,,,,,2026/01/20,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/19,18:44,"",""
SD7562486,,,,,2026/01/20,19:00,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/18,20:05,"",""
SD7616430,,,,,2026/01/21,11:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/19,15:07,"",""
SD7825445,,,,,2026/01/21,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/21,17:43,"",""
SD6350381,,,,,2026/01/22,11:30,105,6,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/07,15:00,"",""
SD5944402,,,,,2026/01/22,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/03,12:38,"",""
SD7663027,,,,,2026/01/22,18:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/19,21:48,"",""
SD7221852,,,,,2026/01/23,17:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/15,17:59,"",""
SD7726061,,,,,2026/01/23,18:00,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/20,17:37,"",""
SD7940369,,,,,2026/01/23,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/22,19:45,"",""
SD7926961,,,,,2026/01/23,19:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/22,18:09,"",""
SD7908985,,,,,2026/01/23,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/22,15:12,"",""
SD7954431,,,,,2026/01/23,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/22,21:31,"",""
SD7984821,,,,,2026/01/23,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/23,09:13,"",""
K2EMAJUV24,135709287,0,1,0,2026/01/24,12:00,105,1,0,ユーザーキャンセル,食べログネット予約,0,A4,お席のみのご予約,"","","",2026/01/22,21:50,"",""
SD6637850,,,,,2026/01/24,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/01/09,21:50,"",""
JYWL6GTCU4,135133836,0,1,0,2026/01/24,12:30,105,3,0,ユーザーキャンセル,食べログネット予約,0,A1,お席のみのご予約,"","","",2026/01/17,13:06,"",""
SD7122046,,,,,2026/01/24,16:30,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/14,18:34,"",""
SD8075352,,,,,2026/01/24,16:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/23,23:41,"",""
RAT080790,,,,,2026/01/24,19:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/06,07:39,"",""
SD6436395,,,,,2026/01/25,11:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/08,11:14,"",""
SD7891056,,,,,2026/01/25,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/22,12:07,"",""
9DE6LTL93L,135832306,1,0,0,2026/01/25,12:30,105,2,0,来店済み,食べログネット予約,0,B2,お席のみのご予約,"","","",2026/01/24,01:09,"",""
SD8204047,,,,,2026/01/25,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/01/25,12:04,"",""
SD7930665,,,,,2026/01/25,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/22,18:28,"",""
SD8251741,,,,,2026/01/27,17:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/25,19:40,"",""
SD8348070,,,,,2026/01/27,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/26,21:08,"",""
SD7682532,,,,,2026/01/28,11:30,105,6,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/20,08:41,"",""
11260321,,,,,2026/01/28,19:00,105,2,0,来店済み,電話予約,0,"B1, B2, B3, B4, D1, D2","","","","",2026/01/27,18:32,,
SD4865845,,,,,2026/01/29,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/23,19:52,"",""
SD8043540,,,,,2026/01/30,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/23,19:16,"",""
MJP3KTFM8D,135640498,1,0,0,2026/01/30,18:30,135,9,0,来店済み,食べログネット予約,0,"B1, B2, B3",【各種120分飲み放題付】チュクミサムギョプサルスタンダードコース◆チュクミサムギョプサルや韓国のり、チヂミ、キンパなどを楽しむ,"","","",2026/01/22,11:39,"",""
SD8638446,,,,,2026/01/30,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/29,21:06,"",""
SD7721801,,,,,2026/01/30,19:00,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/20,16:50,"",""
WR23RYMTY3,136398470,1,1,0,2026/01/31,12:00,105,5,0,ユーザーキャンセル,食べログネット予約,0,D1,お席のみのご予約,"","","",2026/01/29,21:06,"",""
PS9J9R43XD,136398470,1,1,0,2026/01/31,13:30,105,5,0,来店済み,食べログネット予約,0,D1,お席のみのご予約,"","","",2026/01/31,04:48,"",""
SD8753871,,,,,2026/01/31,18:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/01/30,21:58,"",""
SD8767213,,,,,2026/01/31,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/01/31,00:30,"",""
SD8801744,,,,,2026/01/31,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/01/31,13:19,"",""
SD8799707,,,,,2026/01/31,19:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/01/31,12:55,"",""
SD8808083,,,,,2026/01/31,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/01/31,14:20,"",""
