"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","8月支払金額","9月繰越残高","新規サイン"
"2025/07/14","ﾄｳｷﾖｳｴｷｸﾞﾗﾝｽﾀ","本人","1回払い","3040","0","3040","3040","0","*"
"2025/07/13","AMAZON DOWNLOADS","本人","1回払い","5940","0","5940","5940","0","*"
"2025/07/13","ｺｶｺ-ﾗｼﾞﾊﾝｷｸｲﾂｸﾍﾟ","本人","1回払い","150","0","150","150","0","*"
"2025/07/13","楽天ＳＰ　京橋　焼肉　新進気鋭","本人","1回払い","44000","0","44000","44000","0","*"
"2025/07/12","CURSOR USAGE  JUN利用国US","本人","1回払い","491","0","491","491","0","*"
"","現地利用額　　　　　　　　　３．２１０変換レート　１５２．９６０円","","","","","","","",""
"2025/07/12","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","500","0","500","500","0","*"
"2025/07/06","ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ","本人","1回払い","149","0","149","149","0","*"
"2025/07/05","ﾘﾄﾙﾏ-ﾒｲﾄﾞﾄﾂｶ","本人","1回払い","448","0","448","448","0","*"
"2025/07/05","ｶｲｶﾂｸﾗﾌﾞ ｵｵﾓﾘ","本人","1回払い","3630","0","3630","3630","0","*"
"2025/07/05","ﾏﾈ-ﾌｵﾜ-ﾄﾞｸﾗｳﾄﾞ","本人","1回払い","1408","0","1408","1408","0","*"
"2025/07/04","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","10000","0","10000","10000","0","*"
"2025/07/04","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","750","0","750","750","0","*"
"2025/07/04","ﾍﾟｲﾍﾟｲ*ﾌﾞﾛﾝｺﾋﾞﾘｰ","本人","1回払い","2200","0","2200","2200","0","*"
"2025/07/02","AMAZON.CO.JP","本人","1回払い","999","0","999","999","0","*"
"2025/07/01","AQUA VOICE利用国US","本人","1回払い","1498","0","1498","1498","0","*"
"","現地利用額　　　　　　　　　９．９９０変換レート　１４９．９５０円","","","","","","","",""
"2025/07/01","AMAZON.CO.JP","本人","1回払い","522","0","522","522","0","*"
"2025/06/30","ﾀｲﾑｽﾞｶ-","本人","1回払い","880","0","880","880","0","*"
