"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","6月支払金額","7月繰越残高","新規サイン"
"2025/05/22","ﾄﾞﾝｷﾎ-ﾃ ﾄﾂｶﾊﾗｼﾞﾕ","本人","1回払い","181","0","181","181","0","*"
"2025/05/22","ﾄﾞﾝｷﾎ-ﾃ ﾄﾂｶﾊﾗｼﾞﾕ","本人","1回払い","327","0","327","327","0","*"
"2025/05/20","CURSOR, AI POWERED I利用国US","本人","1回払い","3017","0","3017","3017","0","*"
"","現地利用額　　　　　　　　２０．０００変換レート　１５０．８５０円","","","","","","","",""
"2025/05/20","ﾄｳｷﾕｳｽﾄｱ","本人","1回払い","1563","0","1563","1563","0","*"
"2025/05/18","OTT* DROPOUT利用国US","本人","1回払い","546","0","546","546","0","*"
"","現地利用額　　　　　　　５４６．０００変換レート　　　１．０００円","","","","","","","",""
"2025/05/18","ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ","本人","1回払い","258","0","258","258","0","*"
"2025/05/18","ｶｲｶﾂｸﾗﾌﾞ ｵｵﾓﾘ","本人","1回払い","3300","0","3300","3300","0","*"
"2025/05/18","ｶｲｶﾂｸﾗﾌﾞ ｵｵﾓﾘ","本人","1回払い","1900","0","1900","1900","0","*"
"2025/05/17","ﾄﾞﾄ-ﾙｺ-ﾋ-","本人","1回払い","450","0","450","450","0","*"
"2025/05/17","ｽｸｴｱ ﾌｲﾂﾄﾗﾝｸ","本人","1回払い","16000","0","16000","16000","0","*"
"2025/05/16","NOTION LABS, INC.利用国US","本人","1回払い","28572","0","28572","28572","0","*"
"","現地利用額　　　　　　　１８７．８５０変換レート　１５２．１０１円","","","","","","","",""
"2025/05/16","AMAZON.CO.JP","本人","1回払い","1280","0","1280","1280","0","*"
"2025/05/16","ﾄﾞﾝｷﾎ-ﾃ ﾄﾂｶﾊﾗｼﾞﾕ","本人","1回払い","1301","0","1301","1301","0","*"
"2025/05/16","楽天証券投信積立０．５％～","本人","1回払い","48133","0","48133","48133","0","*"
"2025/05/14","AMAZON.CO.JP","本人","1回払い","2071","0","2071","2071","0","*"
"2025/05/11","NOTION LABS, INC.利用国US","本人","1回払い","7999","0","7999","7999","0","*"
"","現地利用額　　　　　　　　５２．８００変換レート　１５１．４９７円","","","","","","","",""
"2025/05/11","ﾄﾞﾝｷﾎ-ﾃ ﾄﾂｶﾊﾗｼﾞﾕ","本人","1回払い","3622","0","3622","3622","0","*"
"2025/05/10","ｲﾀﾘｱﾘｮｳﾘｦﾀﾍﾞﾆｲｺｳ*","本人","1回払い","13860","0","13860","13860","0","*"
"2025/05/10","ﾍﾟｲﾍﾟｲ*ﾀﾞｲｲﾁｺｳｼｮｳ","本人","1回払い","7540","0","7540","7540","0","*"
"2025/05/10","ﾍﾟｲﾍﾟｲ*ｾﾌﾞﾝｲﾚﾌﾞﾝ","本人","1回払い","1379","0","1379","1379","0","*"
"2025/05/10","ﾏｸﾄﾞﾅﾙﾄﾞﾓﾊﾞｲﾙｵ-ﾀﾞ","本人","1回払い","750","0","750","750","0","*"
"2025/05/09","CURSOR USAGE  APR利用国US","本人","1回払い","137","0","137","137","0","*"
"","現地利用額　　　　　　　　　０．９００変換レート　１５２．２２３円","","","","","","","",""
"2025/05/09","AMAZON.CO.JP","本人","1回払い","1473","0","1473","1473","0","*"
"2025/05/09","楽天ブロードバンド","本人","1回払い","4271","0","4271","4271","0","*"
"2025/05/08","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","10000","0","10000","10000","0","*"
"2025/05/08","ﾏｸﾄﾞﾅﾙﾄﾞﾓﾊﾞｲﾙｵ-ﾀﾞ","本人","1回払い","1010","0","1010","1010","0","*"
"2025/05/06","ﾍﾟｲﾍﾟｲ*ﾌﾞﾛﾝｺﾋﾞﾘｰ","本人","1回払い","1914","0","1914","1914","0","*"
"2025/05/05","ﾏﾈ-ﾌｵﾜ-ﾄﾞｸﾗｳﾄﾞ","本人","1回払い","1408","0","1408","1408","0","*"
"2025/05/03","AMAZON DOWNLOADS","本人","1回払い","1370","0","1370","1370","0","*"
"2025/05/03","ｷﾞﾖｳﾑｽ-ﾊﾟ- ﾄﾂｶﾃﾝ","本人","1回払い","5371","0","5371","5371","0","*"
"2025/05/02","AMAZON.CO.JP","本人","1回払い","3599","0","3599","3599","0","*"
"2025/05/01","ﾍﾟｲﾍﾟｲ*ｽｼﾐｻｷ","本人","1回払い","3130","0","3130","3130","0","*"
"2025/05/01","ﾍﾟｲﾍﾟｲ*ｱｺｰﾃﾞｨｱｺﾞﾙ","本人","1回払い","10090","0","10090","10090","0","*"
"2025/05/01","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","750","0","750","750","0","*"
