"D.オーダーステータス","D.数量","D.価格","D.商品","D.商品カテゴリ1","D.商品カテゴリ2","H.集計対象営業年月日"
"20:配膳済","1","3300","00000000240:食べ飲み放題","コース","コース","2025/02/03"
"20:配膳済","1","3300","00000000240:食べ飲み放題","コース","コース","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/03"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/03"
"20:配膳済","1","350","00000000162:黒烏龍茶ホット","ドリンク","ソフトドリンク","2025/02/03"
"20:配膳済","1","680","00000000225:肉味噌ポテトサラダ","フード","サラダ","2025/02/03"
"20:配膳済","1","580","00000000223:いぶりがっことクリームチーズ","フード","サラダ","2025/02/03"
"20:配膳済","1","380","00000000026:胡瓜のたたき","フード","おつまみ","2025/02/03"
"20:配膳済","1","560","00000000057:若鶏唐揚げ","フード","揚げ物","2025/02/03"
"20:配膳済","1","480","00000000061:ポテトフライ","フード","揚げ物","2025/02/03"
"20:配膳済","1","420","00000000220:味付けうずら卵","フード","おつまみ","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","430","00000000115:白桃サワー","ドリンク","サワー","2025/02/03"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/03"
"20:配膳済","1","480","00000000129:山崎梅酒","ドリンク","梅酒","2025/02/03"
"20:配膳済","1","480","00000000129:山崎梅酒","ドリンク","梅酒","2025/02/03"
"20:配膳済","1","150","00000000037:砂肝串","フード","焼き物","2025/02/03"
"20:配膳済","1","130","00000000034:ネギマ串","フード","焼き物","2025/02/03"
"20:配膳済","1","530","00000000069:お茶漬け(鮭)","フード","食事","2025/02/03"
"20:配膳済","1","530","00000000070:お茶漬け(梅)","フード","食事","2025/02/03"
"20:配膳済","1","430","00000000119:すりおろしりんごサワー","ドリンク","サワー","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","450","00000000022:タコわさび","フード","おつまみ","2025/02/03"
"20:配膳済","1","380","00000000026:胡瓜のたたき","フード","おつまみ","2025/02/03"
"20:配膳済","1","630","00000000186:カツオたたき","フード","刺身","2025/02/03"
"20:配膳済","1","780","00000000126:酔鯨","ドリンク","日本酒","2025/02/03"
"20:配膳済","1","520","00000000101:角ハイボール","ドリンク","ハイボール","2025/02/03"
"20:配膳済","1","1180","00000000248:ちゃんこ鍋一人前","コース","コース","2025/02/03"
"20:配膳済","1","1180","00000000248:ちゃんこ鍋一人前","コース","コース","2025/02/03"
"20:配膳済","1","780","00000000128:獺祭","ドリンク","日本酒","2025/02/03"
"20:配膳済","1","450","00000000145:芋)黒霧島","ドリンク","焼酎","2025/02/03"
"20:配膳済","1","350","00000000255:雑炊セット","コース","追加","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/03"
"20:配膳済","1","630","00000000208:手作り小籠包","フード","逸品料理","2025/02/03"
"20:配膳済","1","380","00000000026:胡瓜のたたき","フード","おつまみ","2025/02/03"
"20:配膳済","1","680","00000000039:焼き鳥五点盛り合わせ","フード","焼き物","2025/02/03"
"20:配膳済","1","730","00000000111:翠ジンソーダメガ","ドリンク","ジンソーダ","2025/02/03"
"20:配膳済","1","550","00000000148:米)鳥飼","ドリンク","焼酎","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/03"
"20:配膳済","1","380","00000000182:枝豆","フード","おつまみ","2025/02/03"
"20:配膳済","1","430","00000000113:レモンサワー","ドリンク","サワー","2025/02/03"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/03"
"20:配膳済","1","480","00000000061:ポテトフライ","フード","揚げ物","2025/02/03"
"20:配膳済","1","420","00000000220:味付けうずら卵","フード","おつまみ","2025/02/03"
"20:配膳済","1","560","00000000057:若鶏唐揚げ","フード","揚げ物","2025/02/03"
"20:配膳済","1","680","00000000031:ｱﾎﾞｶﾄﾞ漬鮪のぶつ切り","フード","おつまみ","2025/02/03"
"30:キャンセル済","0","0","00000000142:麦)わんこ","ドリンク","焼酎","2025/02/03"
"20:配膳済","1","430","00000000113:レモンサワー","ドリンク","サワー","2025/02/03"
"20:配膳済","1","550","00000000150:黒糖)れんと","ドリンク","焼酎","2025/02/03"
"20:配膳済","1","550","00000000150:黒糖)れんと","ドリンク","焼酎","2025/02/03"
"20:配膳済","1","6400","00000000170:唐揚げ定食","ランチ","ランチ","2025/02/05"
"30:キャンセル済","0","0","00000000362:お通し","フード","お通し","2025/02/05"
"30:キャンセル済","0","0","00000000362:お通し","フード","お通し","2025/02/05"
"30:キャンセル済","0","0","00000000362:お通し","フード","お通し","2025/02/05"
"30:キャンセル済","0","0","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"30:キャンセル済","0","0","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"30:キャンセル済","0","0","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"30:キャンセル済","0","0","00000000218:長芋ワサビ漬け","フード","おつまみ","2025/02/05"
"30:キャンセル済","0","0","00000000203:モツ煮","フード","逸品料理","2025/02/05"
"30:キャンセル済","0","0","00000000208:手作り小籠包","フード","逸品料理","2025/02/05"
"30:キャンセル済","0","0","00000000223:いぶりがっことクリームチーズ","フード","サラダ","2025/02/05"
"30:キャンセル済","0","0","00000000352:博多ハイボール","ドリンク","ハイボール","2025/02/05"
"30:キャンセル済","0","0","00000000352:博多ハイボール","ドリンク","ハイボール","2025/02/05"
"30:キャンセル済","0","0","00000000365:ししゃも大葉巻き","フード","サラダ","2025/02/05"
"30:キャンセル済","0","0","00000000352:博多ハイボール","ドリンク","ハイボール","2025/02/05"
"30:キャンセル済","0","0","00000000112:タコハイ","ドリンク","サワー","2025/02/05"
"30:キャンセル済","0","0","00000000157:ソウルマッコリ","ドリンク","マッコリ","2025/02/05"
"30:キャンセル済","0","0","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"30:キャンセル済","0","0","00000000113:レモンサワー","ドリンク","サワー","2025/02/05"
"30:キャンセル済","0","0","00000000157:ソウルマッコリ","ドリンク","マッコリ","2025/02/05"
"30:キャンセル済","0","0","00000000067:焼きうどん","フード","食事","2025/02/05"
"30:キャンセル済","0","0","00000000043:しいたけ串","フード","焼き物","2025/02/05"
"30:キャンセル済","0","0","00000000037:砂肝串","フード","焼き物","2025/02/05"
"30:キャンセル済","0","0","00000000036:豚バラ串","フード","焼き物","2025/02/05"
"30:キャンセル済","0","0","00000000036:豚バラ串","フード","焼き物","2025/02/05"
"30:キャンセル済","0","0","00000000191:鶏ハツ","フード","焼き物","2025/02/05"
"30:キャンセル済","0","0","00000000191:鶏ハツ","フード","焼き物","2025/02/05"
"30:キャンセル済","0","0","00000000211:だし巻き卵","フード","逸品料理","2025/02/05"
"30:キャンセル済","0","0","00000000352:博多ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","450","00000000130:南高梅酒","ドリンク","梅酒","2025/02/05"
"20:配膳済","1","1080","00000000226:いちごとズラータチーズのカプレーゼ","フード","サラダ","2025/02/05"
"20:配膳済","1","680","00000000203:モツ煮","フード","逸品料理","2025/02/05"
"20:配膳済","1","460","00000000197:オニオンリング","フード","揚げ物","2025/02/05"
"20:配膳済","1","130","00000000034:ネギマ串","フード","焼き物","2025/02/05"
"20:配膳済","1","130","00000000034:ネギマ串","フード","焼き物","2025/02/05"
"20:配膳済","1","1280","00000000224:しらすのパスタ","フード","サラダ","2025/02/05"
"20:配膳済","1","380","00000000205:手作りジャンボ餃子","フード","逸品料理","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","780","00000000227:チーズだっぷりピーマンの肉巻き","フード","サラダ","2025/02/05"
"20:配膳済","1","1080","00000000226:いちごとズラータチーズのカプレーゼ","フード","サラダ","2025/02/05"
"20:配膳済","1","630","00000000208:手作り小籠包","フード","逸品料理","2025/02/05"
"20:配膳済","1","430","00000000352:博多ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","430","00000000352:博多ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","430","00000000116:梅干しサワー","ドリンク","サワー","2025/02/05"
"20:配膳済","1","430","00000000116:梅干しサワー","ドリンク","サワー","2025/02/05"
"20:配膳済","1","380","00000000205:手作りジャンボ餃子","フード","逸品料理","2025/02/05"
"20:配膳済","1","680","00000000225:肉味噌ポテトサラダ","フード","サラダ","2025/02/05"
"20:配膳済","1","430","00000000116:梅干しサワー","ドリンク","サワー","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","430","00000000113:レモンサワー","ドリンク","サワー","2025/02/05"
"20:配膳済","1","430","00000000116:梅干しサワー","ドリンク","サワー","2025/02/05"
"20:配膳済","1","680","00000000225:肉味噌ポテトサラダ","フード","サラダ","2025/02/05"
"20:配膳済","1","630","00000000208:手作り小籠包","フード","逸品料理","2025/02/05"
"20:配膳済","1","680","00000000031:ｱﾎﾞｶﾄﾞ漬鮪のぶつ切り","フード","おつまみ","2025/02/05"
"20:配膳済","1","430","00000000120:黒ウーロンハイ","ドリンク","お茶割","2025/02/05"
"20:配膳済","1","1080","00000000209:ネギ塩牛タン","フード","逸品料理","2025/02/05"
"20:配膳済","1","530","00000000196:鶏軟骨唐揚げ","フード","揚げ物","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","430","00000000119:すりおろしりんごサワー","ドリンク","サワー","2025/02/05"
"20:配膳済","1","580","00000000223:いぶりがっことクリームチーズ","フード","サラダ","2025/02/05"
"20:配膳済","1","950","00000000192:焼鳥七点盛り合わせ","フード","焼き物","2025/02/05"
"20:配膳済","1","950","00000000192:焼鳥七点盛り合わせ","フード","焼き物","2025/02/05"
"20:配膳済","1","420","00000000220:味付けうずら卵","フード","おつまみ","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","520","00000000101:角ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","460","00000000103:ジムビームハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","520","00000000101:角ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","520","00000000101:角ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","520","00000000101:角ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","520","00000000101:角ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000107:白州ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000108:響ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000108:響ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000107:白州ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","1080","00000000106:山崎プレミアムハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000108:響ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000106:山崎プレミアムハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","1080","00000000107:白州ハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","380","00000000025:胡瓜一本漬け","フード","おつまみ","2025/02/05"
"20:配膳済","1","1080","00000000106:山崎プレミアムハイボール","ドリンク","ハイボール","2025/02/05"
"20:配膳済","1","680","00000000039:焼き鳥五点盛り合わせ","フード","焼き物","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","480","00000000061:ポテトフライ","フード","揚げ物","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","680","00000000039:焼き鳥五点盛り合わせ","フード","焼き物","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","380","00000000362:お通し","フード","お通し","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","530","00000000097:生ビール","ドリンク","ビール","2025/02/05"
"20:配膳済","1","430","00000000110:翠ジンソーダ","ドリンク","ジンソーダ","2025/02/05"
"20:配膳済","1","380","00000000182:枝豆","フード","おつまみ","2025/02/05"
"20:配膳済","1","560","00000000057:若鶏唐揚げ","フード","揚げ物","2025/02/05"
"20:配膳済","1","380","00000000025:胡瓜一本漬け","フード","おつまみ","2025/02/05"
"20:配膳済","1","130","00000000032:鶏モモ串","フード","焼き物","2025/02/05"
"20:配膳済","1","130","00000000032:鶏モモ串","フード","焼き物","2025/02/05"
"20:配膳済","1","130","00000000032:鶏モモ串","フード","焼き物","2025/02/05"
"20:配膳済","1","160","00000000038:つくね串","フード","焼き物","2025/02/05"
"20:配膳済","1","160","00000000038:つくね串","フード","焼き物","2025/02/05"
"20:配膳済","1","160","00000000038:つくね串","フード","焼き物","2025/02/05"
