"v1200"
"商品ID","バリエーションID","削除設定 ※削除の場合のみ入力","カテゴリーID","【必須】商品名 ※49文字","商品名（レシート用） ※49文字 ・未設定の場合は商品名が印字されます。","商品名（商品入力用） ※49文字 ・未設定の場合は商品名が印字されます。","バリエーション（種別1） ※32文字","バリエーション（種別2） ※32文字","税設定 ※「外税」「内税」のいずれかを入力","適用税率 ※「標準税率」「軽減税率」「注文時に選択」「非課税」のいずれかを入力","税率別価格 ※適用税率が「注文時に選択」で税設定が「内税」の場合に「統一した価格を設定」「税率別に価格を設定」のいずれかを入力","価格設定 ※「通常」「部門打ち」「量り売り」のいずれかを入力","販売単位ID","【必須】価格 ※半角数字","価格2 ※税率別に価格を指定する場合に入力","原価 ※半角数字","商品コード ※24文字","自動発番（バーコード）※自動発番はJAN(EAN)コードで発番されます。","バーコード","ポイント付与対象 ※「対象」「対象外」のいずれかを入力","表示/非表示 ※「表示」「非表示」のいずれかを入力","レシート印字設定 ※「印字する」「印字しない」のいずれかを入力","登録番号印字設定 ※「印字する」「印字しない」のいずれかを入力","備考 ※1000文字","旧商品コード ※通常入力しません","分析タグID ※通常入力しません"
"10020","0003","","0003","かめやハイボール","かめやハイボール","かめやハイボール","ジンジャー","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10020","0004","","0003","かめやハイボール","かめやハイボール","かめやハイボール","コーラ","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10020","0005","","0003","かめやハイボール","かめやハイボール","かめやハイボール","極かめやハイボール","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10020","0006","","0003","かめやハイボール","かめやハイボール","かめやハイボール","極かめやハイボール濃い目","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10020","0007","","0003","かめやハイボール","かめやハイボール","かめやハイボール","メガかめやハイボール","","内税","標準税率","","通常","","880","","","","","","対象","表示","印字する","印字する","","",""
"10020","0008","","0003","かめやハイボール","かめやハイボール","かめやハイボール","コークハイ濃いめ","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10020","0009","","0003","かめやハイボール","かめやハイボール","かめやハイボール","ジンジャーハイ濃いめ","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10020","0010","","0003","かめやハイボール","かめやハイボール","かめやハイボール","メガジンジャーハイ","","内税","標準税率","","通常","","990","","","","","","対象","表示","印字する","印字する","","",""
"10020","0011","","0003","かめやハイボール","かめやハイボール","かめやハイボール","メガコークハイ","","内税","標準税率","","通常","","990","","","","","","対象","表示","印字する","印字する","","",""
"10021","0001","","0003","山崎シングルモルト","山崎シングルモルト","山崎シングルモルト","ハイボール","","内税","標準税率","","通常","","1485","","","","","","対象","表示","印字する","印字する","","",""
"10021","0002","","0003","山崎シングルモルト","山崎シングルモルト","山崎シングルモルト","コーラ割り","","内税","標準税率","","通常","","1540","","","","","","対象","表示","印字する","印字する","","",""
"10021","0003","","0003","山崎シングルモルト","山崎シングルモルト","山崎シングルモルト","ジンジャー割り","","内税","標準税率","","通常","","1540","","","","","","対象","表示","印字する","印字する","","",""
"10021","0004","","0003","山崎シングルモルト","山崎シングルモルト","山崎シングルモルト","ロック","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10021","0005","","0003","山崎シングルモルト","山崎シングルモルト","山崎シングルモルト","濃い目","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10022","0001","","0003","白州","白州","白州","ハイボール","","内税","標準税率","","通常","","1485","","","","","","対象","表示","印字する","印字する","","",""
"10022","0002","","0003","白州","白州","白州","コーラ割り","","内税","標準税率","","通常","","1540","","","","","","対象","表示","印字する","印字する","","",""
"10022","0003","","0003","白州","白州","白州","ジンジャー割り","","内税","標準税率","","通常","","1540","","","","","","対象","表示","印字する","印字する","","",""
"10022","0004","","0003","白州","白州","白州","ロック","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10022","0005","","0003","白州","白州","白州","濃い目","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10023","0001","","0003","響","響","響","ハイボール","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10023","0002","","0003","響","響","響","コーラ割り","","内税","標準税率","","通常","","1709","","","","","","対象","表示","印字する","印字する","","",""
"10023","0003","","0003","響","響","響","ジンジャー割り","","内税","標準税率","","通常","","1709","","","","","","対象","表示","印字する","印字する","","",""
"10023","0004","","0003","響","響","響","ロック","","内税","標準税率","","通常","","1815","","","","","","対象","表示","印字する","印字する","","",""
"10023","0005","","0003","響","響","響","濃い目","","内税","標準税率","","通常","","1815","","","","","","対象","表示","印字する","印字する","","",""
"10032","0002","","0003","緑茶ハイ","緑茶ハイ","緑茶ハイ","ノーマル","","内税","標準税率","","通常","","495","","","","","","対象","表示","印字する","印字する","","",""
"10032","0003","","0003","緑茶ハイ","緑茶ハイ","緑茶ハイ","濃い目","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10032","0004","","0003","緑茶ハイ","緑茶ハイ","緑茶ハイ","メガ緑茶ハイ","","内税","標準税率","","通常","","800","","","","","","対象","表示","印字する","印字する","","",""
"10033","0001","","0003","ウーロンハイ","ウーロンハイ","ウーロンハイ","ノーマル","","内税","標準税率","","通常","","495","","","","","","対象","表示","印字する","印字する","","",""
"10033","0002","","0003","ウーロンハイ","ウーロンハイ","ウーロンハイ","濃い目","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10034","0001","","0003","ジャスミンハイ","ジャスミンハイ","ジャスミンハイ","ノーマル","","内税","標準税率","","通常","","550","","","","","","対象","表示","印字する","印字する","","",""
"10034","0002","","0003","ジャスミンハイ","ジャスミンハイ","ジャスミンハイ","濃い目","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10040","0001","","0003","赤ワイン","赤ワイン","赤ワイン","グラス","","内税","標準税率","","通常","","550","","","","","","対象","表示","印字する","印字する","","",""
"10041","0001","","0003","白ワイン","白ワイン","白ワイン","グラス","","内税","標準税率","","通常","","550","","","","","","対象","表示","印字する","印字する","","",""
"10101","","","0003","お飲み物","お飲み物","お飲み物","","","内税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10113","","","0003","レモンカット","レモンカット","レモンカット","","","内税","標準税率","","通常","","220","","","","","","対象","表示","印字する","印字する","","",""
"10124","0001","","0003","鳳凰美田【JーSAKE】","鳳凰美田【JーSAKE】","鳳凰美田【JーSAKE】","ロック","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10124","0003","","0003","鳳凰美田【JーSAKE】","鳳凰美田【JーSAKE】","鳳凰美田【JーSAKE】","ハイボール","","内税","標準税率","","通常","","990","","","","","","対象","表示","印字する","印字する","","",""
"10124","0004","","0003","鳳凰美田【JーSAKE】","鳳凰美田【JーSAKE】","鳳凰美田【JーSAKE】","ストレート","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10149","0001","","0003","プレーンサワー","プレーンサワー","プレーンサワー","ノーマル","","内税","標準税率","","通常","","440","","","","","","対象","表示","印字する","印字する","","",""
"10149","0002","","0003","プレーンサワー","プレーンサワー","プレーンサワー","濃い目","","内税","標準税率","","通常","","495","","","","","","対象","表示","印字する","印字する","","",""
"10192","0001","","0003","竹鶴","竹鶴","竹鶴","ハイボール","","内税","標準税率","","通常","","1485","","","","","","対象","表示","印字する","印字する","","",""
"10192","0002","","0003","竹鶴","竹鶴","竹鶴","ロック","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10192","0003","","0003","竹鶴","竹鶴","竹鶴","濃い目","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10201","0001","","0003","抹茶ハイ","抹茶ハイ","抹茶ハイ","ノーマル","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10201","0002","","0003","抹茶ハイ","抹茶ハイ","抹茶ハイ","濃い目","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10203","0001","","0003","知多","知多","知多","ハイボール","","内税","標準税率","","通常","","990","","","","","","対象","表示","印字する","印字する","","",""
"10203","0002","","0003","知多","知多","知多","濃い目","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10203","0003","","0003","知多","知多","知多","ロック","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10219","0001","","0003","鳳凰美田【いちご】","鳳凰美田【いちご】","鳳凰美田【いちご】","ソーダ割り","","内税","標準税率","","通常","","700","","","","","","対象","表示","印字する","印字する","","",""
"10219","0002","","0003","鳳凰美田【いちご】","鳳凰美田【いちご】","鳳凰美田【いちご】","水割り","","内税","標準税率","","通常","","700","","","","","","対象","表示","印字する","印字する","","",""
"10219","0003","","0003","鳳凰美田【いちご】","鳳凰美田【いちご】","鳳凰美田【いちご】","ロック","","内税","標準税率","","通常","","750","","","","","","対象","表示","印字する","印字する","","",""
"10219","0004","","0003","鳳凰美田【いちご】","鳳凰美田【いちご】","鳳凰美田【いちご】","牛乳","","内税","標準税率","","通常","","750","","","","","","対象","表示","印字する","印字する","","",""
"10227","0001","","0003","宮城峡","宮城峡","宮城峡","ハイボール","","内税","標準税率","","通常","","1485","","","","","","対象","表示","印字する","印字する","","",""
"10227","0002","","0003","宮城峡","宮城峡","宮城峡","ロック","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10227","0003","","0003","宮城峡","宮城峡","宮城峡","濃い目","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10246","0001","","0003","与市","与市","与市","ハイボール","","内税","標準税率","","通常","","1485","","","","","","対象","表示","印字する","印字する","","",""
"10246","0002","","0003","与市","与市","与市","濃いめ","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10246","0003","","0003","与市","与市","与市","ロック","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10247","0001","","0003","山崎12年","山崎12年","山崎12年","ハイボール","","内税","標準税率","","通常","","2585","","","","","","対象","表示","印字する","印字する","","",""
"10247","0002","","0003","山崎12年","山崎12年","山崎12年","濃い目","","内税","標準税率","","通常","","2750","","","","","","対象","表示","印字する","印字する","","",""
"10247","0003","","0003","山崎12年","山崎12年","山崎12年","ロック","","内税","標準税率","","通常","","2750","","","","","","対象","表示","印字する","印字する","","",""
"10258","0001","","0003","響【ブレンダー】","響【ブレンダー】","響【ブレンダー】","ハイボール","","内税","標準税率","","通常","","2585","","","","","","対象","表示","印字する","印字する","","",""
"10258","0002","","0003","響【ブレンダー】","響【ブレンダー】","響【ブレンダー】","ロック","","内税","標準税率","","通常","","2750","","","","","","対象","表示","印字する","印字する","","",""
"10337","0001","","0003","ニッカフロンティア","ニッカフロンティア","ニッカフロンティア","ソーダ割り","","内税","標準税率","","通常","","990","","","","","","対象","表示","印字する","印字する","","",""
"10337","0002","","0003","ニッカフロンティア","ニッカフロンティア","ニッカフロンティア","水割り","","内税","標準税率","","通常","","990","","","","","","対象","表示","印字する","印字する","","",""
"10337","0003","","0003","ニッカフロンティア","ニッカフロンティア","ニッカフロンティア","ロック","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10337","0004","","0003","ニッカフロンティア","ニッカフロンティア","ニッカフロンティア","濃い目","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10017","0001","","0011","生ビール","生ビール","生ビール","生ジョッキ","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10017","0002","","0011","生ビール","生ビール","生ビール","生タンブラー","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10018","","","0011","ミニジョッキビール","ミニジョッキビール","ミニジョッキビール","","","内税","標準税率","","通常","","385","","","","","","対象","表示","印字する","印字する","","",""
"10103","","","0011","日光ベルジャンビア","日光ベルジャンビア","日光ベルジャンビア","","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10104","","","0011","ザニッコーモンキース","ザニッコーモンキース","ザニッコーモンキース","","","内税","標準税率","","通常","","1100","","","","","","対象","表示","印字する","印字する","","",""
"10105","","","0011","日光いろは","日光いろは","日光いろは","","","内税","標準税率","","通常","","935","","","","","","対象","表示","印字する","印字する","","",""
"10114","","","0011","瓶ビール【赤星】","瓶ビール【赤星】","瓶ビール【赤星】","","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10202","","","0011","抹茶ビール","抹茶ビール","抹茶ビール","","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10233","","","0011","瓶ビール【スーパードライ】","瓶ビール【スーパードライ】","瓶ビール【スーパードライ】","","","外税","標準税率","","通常","","680","","","","","","対象","非表示","印字する","印字する","","",""
"10234","","","0011","瓶ビール【マルエフ】","瓶ビール【マルエフ】","瓶ビール【マルエフ】","","","外税","標準税率","","通常","","680","","","","","","対象","非表示","印字する","印字する","","",""
"10281","","","0011","メガビール","メガビール","メガビール","","","内税","標準税率","","通常","","1045","","","","","","対象","表示","印字する","印字する","","",""
"10283","","","0011","ハイネケン","ハイネケン","ハイネケン","","","内税","標準税率","","通常","","880","","","","","","対象","表示","印字する","印字する","","",""
"10284","","","0011","バドワイザー","バドワイザー","バドワイザー","","","内税","標準税率","","通常","","880","","","","","","対象","表示","印字する","印字する","","",""
"10285","","","0011","カールスバーグ","カールスバーグ","カールスバーグ","","","内税","標準税率","","通常","","880","","","","","","対象","表示","印字する","印字する","","",""
"10286","","","0011","ヒューガルデン","ヒューガルデン","ヒューガルデン","","","内税","標準税率","","通常","","880","","","","","","対象","非表示","印字する","印字する","","",""
"10287","","","0011","ギネス","ギネス","ギネス","","","内税","標準税率","","通常","","880","","","","","","対象","非表示","印字する","印字する","","",""
"10288","","","0011","レオ","レオ","レオ","","","内税","標準税率","","通常","","880","","","","","","対象","非表示","印字する","印字する","","",""
"10289","","","0011","ハートランド","ハートランド","ハートランド","","","内税","標準税率","","通常","","880","","","","","","対象","非表示","印字する","印字する","","",""
"10290","","","0011","コロナ","コロナ","コロナ","","","内税","標準税率","","通常","","880","","","","","","対象","非表示","印字する","印字する","","",""
"10075","","","0007","大那【超辛口純米】","大那【超辛口純米】","大那【超辛口純米】","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10251","","","0007","大那【東条産山田錦】","大那【東条産山田錦】","大那【東条産山田錦】","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10193","","","0007","大那【ましだやコレクション】","大那【ましだやコレクション】","大那【ましだやコレクション】","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10077","","","0007","忠愛【夏限定純米】","忠愛【夏限定純米】","忠愛【夏限定純米】","","","外税","標準税率","","通常","","990","","","","","","対象","非表示","印字する","印字する","","",""
"10079","","","0007","忠愛【辛口純米】","忠愛【辛口純米】","忠愛【辛口純米】","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10156","","","0007","忠愛【純米吟醸無濾過】","忠愛【純米吟醸無濾過】","忠愛【純米吟醸無濾過】","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10168","","","0007","忠愛【非公開】","忠愛【非公開】","忠愛【非公開】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10097","","","0007","忠愛【ゆめささら】","忠愛【ゆめささら】","忠愛【ゆめささら】","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10080","","","0007","忠愛【スパークリング】","忠愛【スパークリング】","忠愛【スパークリング】","","","外税","標準税率","","通常","","1350","","","","","","対象","非表示","印字する","印字する","","",""
"10098","","","0007","四季桜【とちぎの星】","四季桜【とちぎの星】","四季桜【とちぎの星】","","","内税","標準税率","","通常","","1210","","","","","","対象","表示","印字する","印字する","","",""
"10106","","","0007","仙禽【モダン無垢】","仙禽【モダン無垢】","仙禽【モダン無垢】","","","内税","標準税率","","通常","","1210","","","","","","対象","表示","印字する","印字する","","",""
"10331","","","0007","仙禽【赤とんぼ】","仙禽【赤とんぼ】","仙禽【赤とんぼ】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10107","","","0007","鳳凰美田【剱】","鳳凰美田【剱】","鳳凰美田【剱】","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10236","","","0007","鳳凰美田【純米吟醸】","鳳凰美田【純米吟醸】","鳳凰美田【純米吟醸】","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10252","","","0007","鳳凰美田【鳳】","鳳凰美田【鳳】","鳳凰美田【鳳】","","","内税","標準税率","","通常","","4950","","","","","","対象","表示","印字する","印字する","","",""
"10275","","","0007","鳳凰美田【ミクマリ】","鳳凰美田【ミクマリ】","鳳凰美田【ミクマリ】","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10130","","","0007","仙禽【線香花火】","仙禽【線香花火】","仙禽【線香花火】","","","外税","標準税率","","通常","","1000","","","","","","対象","非表示","印字する","印字する","","",""
"10131","","","0007","大那【特別純米】","大那【特別純米】","大那【特別純米】","","","外税","標準税率","","通常","","850","","","","","","対象","非表示","印字する","印字する","","",""
"10138","","","0007","半合提供","半合提供","半合提供","","","内税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10142","","","0007","地味なマツコト","地味なマツコト","地味なマツコト","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10328","","","0007","HADEなマツコト","HADEなマツコト","HADEなマツコト","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10319","","","0007","バニーガール","バニーガール","バニーガール","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10143","","","0007","鳳凰美田【冷卸】","鳳凰美田【冷卸】","鳳凰美田【冷卸】","","","外税","標準税率","","通常","","900","","","","","","対象","非表示","印字する","印字する","","",""
"10155","","","0007","忠愛【冷卸】","忠愛【冷卸】","忠愛【冷卸】","","","外税","標準税率","","通常","","1000","","","","","","対象","非表示","印字する","印字する","","",""
"10160","","","0007","獺祭【純米大吟醸】","獺祭【純米大吟醸】","獺祭【純米大吟醸】","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10162","","","0007","世は満続【冷卸】","世は満続【冷卸】","世は満続【冷卸】","","","外税","標準税率","","通常","","1200","","","","","","対象","非表示","印字する","印字する","","",""
"10169","","","0007","船中八策","船中八策","船中八策","","","外税","標準税率","","通常","","1100","","","","","","対象","非表示","印字する","印字する","","",""
"10173","","","0007","村祐【秋あがり】","村祐【秋あがり】","村祐【秋あがり】","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10174","","","0007","田酒","田酒","田酒","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10175","","","0007","廣戸川","廣戸川","廣戸川","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10184","","","0007","鳳凰美田【初しぼり】","鳳凰美田【初しぼり】","鳳凰美田【初しぼり】","","","外税","標準税率","","通常","","950","","","","","","対象","非表示","印字する","印字する","","",""
"10185","","","0007","東照","東照","東照","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10186","0001","","0007","八海山【越後で候】","八海山【越後で候】","八海山【越後で候】","1合","","外税","標準税率","","通常","","950","","","","","","対象","非表示","印字する","印字する","","",""
"10186","0002","","0007","八海山【越後で候】","八海山【越後で候】","八海山【越後で候】","ハイボール","","外税","標準税率","","通常","","500","","","","","","対象","非表示","印字する","印字する","","",""
"10188","","","0007","鳳凰美田【アニバーサリー】","鳳凰美田【アニバーサリー】","鳳凰美田【アニバーサリー】","","","外税","標準税率","","通常","","1500","","","","","","対象","非表示","印字する","印字する","","",""
"10191","","","0007","会津中将","会津中将","会津中将","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10194","","","0007","飛路喜【特別純米】","飛路喜【特別純米】","飛路喜【特別純米】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10211","","","0007","天明","天明","天明","","","外税","標準税率","","通常","","1200","","","","","","対象","非表示","印字する","印字する","","",""
"10221","","","0007","仙禽【なかどり】","仙禽【なかどり】","仙禽【なかどり】","","","外税","標準税率","","通常","","1250","","","","","","対象","非表示","印字する","印字する","","",""
"10222","","","0007","仙禽【せめ】","仙禽【せめ】","仙禽【せめ】","","","外税","標準税率","","通常","","1250","","","","","","対象","非表示","印字する","印字する","","",""
"10223","","","0007","仙禽【あらばしり】","仙禽【あらばしり】","仙禽【あらばしり】","","","外税","標準税率","","通常","","1250","","","","","","対象","非表示","印字する","印字する","","",""
"10224","","","0007","飛露喜【無濾過】","飛露喜【無濾過】","飛露喜【無濾過】","","","外税","標準税率","","通常","","1500","","","","","","対象","非表示","印字する","印字する","","",""
"10229","","","0007","仙禽【立春】","仙禽【立春】","仙禽【立春】","","","外税","標準税率","","通常","","1200","","","","","","対象","非表示","印字する","印字する","","",""
"10230","","","0007","ど辛","ど辛","ど辛","","","外税","標準税率","","通常","","1000","","","","","","対象","非表示","印字する","印字する","","",""
"10231","","","0007","楽器政宗","楽器政宗","楽器政宗","","","内税","標準税率","","通常","","1155","","","","","","対象","表示","印字する","印字する","","",""
"10235","","","0007","壬生","壬生","壬生","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10237","","","0007","大那【純吟無加圧】","大那【純吟無加圧】","大那【純吟無加圧】","","","外税","標準税率","","通常","","1300","","","","","","対象","非表示","印字する","印字する","","",""
"10238","","","0007","流輝","流輝","流輝","","","外税","標準税率","","通常","","1300","","","","","","対象","非表示","印字する","印字する","","",""
"10239","","","0007","栄光富士【暁の翼】","栄光富士【暁の翼】","栄光富士【暁の翼】","","","外税","標準税率","","通常","","1200","","","","","","対象","非表示","印字する","印字する","","",""
"10240","","","0007","望【スプラッシュ】","望【スプラッシュ】","望【スプラッシュ】","","","外税","標準税率","","通常","","1400","","","","","","対象","非表示","印字する","印字する","","",""
"10243","","","0007","美山錦","美山錦","美山錦","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10248","","","0007","真澄","真澄","真澄","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10250","","","0007","裏・雅山流　怜華","裏・雅山流　怜華","裏・雅山流　怜華","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10190","","","0007","花邑【陸羽田】","花邑【陸羽田】","花邑【陸羽田】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10253","","","0007","花邑【秋田酒こまち】","花邑【秋田酒こまち】","花邑【秋田酒こまち】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10218","","","0007","花邑【雄町】","花邑【雄町】","花邑【雄町】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10254","","","0007","花邑【出羽燦々】","花邑【出羽燦々】","花邑【出羽燦々】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10273","","","0007","大那【蛍】","大那【蛍】","大那【蛍】","","","外税","標準税率","","通常","","1200","","","","","","対象","非表示","印字する","印字する","","",""
"10274","","","0007","仙禽【カブトムシ】","仙禽【カブトムシ】","仙禽【カブトムシ】","","","外税","標準税率","","通常","","1500","","","","","","対象","非表示","印字する","印字する","","",""
"10279","","","0007","八海山【特別純米吟醸】","八海山【特別純米吟醸】","八海山【特別純米吟醸】","","","内税","標準税率","","通常","","1375","","","","","","対象","表示","印字する","印字する","","",""
"10300","","","0007","八海山【大谷さーん】","八海山【大谷さーん】","八海山【大谷さーん】","","","外税","標準税率","","通常","","1700","","","","","","対象","非表示","印字する","印字する","","",""
"10304","","","0007","AKABU【琥珀】","AKABU【琥珀】","AKABU【琥珀】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10305","","","0007","みむろ杉【辛口】","みむろ杉【辛口】","みむろ杉【辛口】","","","内税","標準税率","","通常","","1540","","","","","","対象","表示","印字する","印字する","","",""
"10306","","","0007","鍋島【きたしずく】","鍋島【きたしずく】","鍋島【きたしずく】","","","内税","標準税率","","通常","","1650","","","","","","対象","表示","印字する","印字する","","",""
"10316","","","0007","王祿","王祿","王祿","","","内税","標準税率","","通常","","1430","","","","","","対象","表示","印字する","印字する","","",""
"10343","","","0007","瑞音","瑞音","瑞音","","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10346","","","0007","龍神","龍神","龍神","","","内税","標準税率","","通常","","1320","","","","","","対象","表示","印字する","印字する","","",""
"10024","0001","","0012","吉四六（麦）","吉四六（麦）","吉四六（麦）","ソーダ割り","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10024","0002","","0012","吉四六（麦）","吉四六（麦）","吉四六（麦）","水割り","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10024","0003","","0012","吉四六（麦）","吉四六（麦）","吉四六（麦）","ストレート","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10024","0004","","0012","吉四六（麦）","吉四六（麦）","吉四六（麦）","ロック","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10024","0005","","0012","吉四六（麦）","吉四六（麦）","吉四六（麦）","濃い目","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10024","0006","","0012","吉四六（麦）","吉四六（麦）","吉四六（麦）","お茶割り","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10025","0001","","0012","一番札（麦）","一番札（麦）","一番札（麦）","ソーダ割り","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10025","0002","","0012","一番札（麦）","一番札（麦）","一番札（麦）","水割り","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10025","0003","","0012","一番札（麦）","一番札（麦）","一番札（麦）","ストレート","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10025","0004","","0012","一番札（麦）","一番札（麦）","一番札（麦）","ロック","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10025","0005","","0012","一番札（麦）","一番札（麦）","一番札（麦）","濃い目","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10025","0006","","0012","一番札（麦）","一番札（麦）","一番札（麦）","お茶割り","","内税","標準税率","","通常","","605","","","","","","対象","表示","印字する","印字する","","",""
"10026","0001","","0012","富乃宝山（芋）","富乃宝山（芋）","富乃宝山（芋）","ソーダ割り","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10026","0002","","0012","富乃宝山（芋）","富乃宝山（芋）","富乃宝山（芋）","水割り","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10026","0003","","0012","富乃宝山（芋）","富乃宝山（芋）","富乃宝山（芋）","ストレート","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
