H.伝票番号,H.曜日,H.伝票発行日,H.テーブル番号,H.客数（合計）,H.小計,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.帳票集計対象商品,D.商品,D.価格,D.数量,D.オーダー担当者,D.オーダー日時,D.オーダーキャンセル担当者,D.オーダーキャンセル日時,D.オーダーステータス
No:202500100002907,木,2025/08/28 18:58:23,000000014:T14,3,13624,20,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 21:18:29,, ,20:配膳済
No:202500100002907,木,2025/08/28 18:58:23,000000014:T14,3,13624,21,ドリンク,ソフトドリンク,Yes,00000000165:ジャスミン茶,350,1,0102:店長,2025/08/28 21:18:29,, ,20:配膳済
No:202500100002907,木,2025/08/28 18:58:23,000000014:T14,3,13624,22,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0102:店長,2025/08/28 22:42:58,, ,20:配膳済
No:202500100002907,木,2025/08/28 18:58:23,000000014:T14,3,13624,23,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0102:店長,2025/08/28 22:42:58,, ,20:配膳済
No:202500100002907,木,2025/08/28 18:58:23,000000014:T14,3,13624,24,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 22:42:58,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,1,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/28 18:58:29,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/28 18:58:29,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,3,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 18:59:45,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,4,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 18:59:45,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,5,フード,サラダ,Yes,00000000227:チーズだっぷりピーマンの肉巻き,880,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,6,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,7,フード,おつまみ,Yes,00000000031:ｱﾎﾞｶﾄﾞ漬鮪のぶつ切り,680,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,8,フード,焼き物,Yes,00000000032:鶏モモ串,130,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,9,フード,焼き物,Yes,00000000032:鶏モモ串,130,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,10,フード,焼き物,Yes,00000000042:ししとう串,130,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,11,フード,焼き物,Yes,00000000042:ししとう串,130,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,12,フード,焼き物,Yes,00000000037:砂肝串,150,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,13,フード,焼き物,Yes,00000000037:砂肝串,150,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,14,フード,焼き物,Yes,00000000038:つくね串,160,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,15,フード,焼き物,Yes,00000000038:つくね串,160,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,16,フード,揚げ物,Yes,00000000434:ししゃも大葉巻き,880,1,0101:オーナー,2025/08/28 19:11:21,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,17,ドリンク,梅酒,Yes,00000000130:南高梅酒,450,1,0102:店長,2025/08/28 19:12:33,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,18,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 19:12:33,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,19,ドリンク,梅酒,Yes,00000000130:南高梅酒,450,1,0102:店長,2025/08/28 19:38:36,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,20,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 19:38:36,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,21,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 20:12:58,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,22,ドリンク,カクテル,Yes,00000000133:カシスオレンジ,480,1,0102:店長,2025/08/28 20:12:58,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,23,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0103:社員,2025/08/28 20:19:39,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,24,フード,逸品料理,Yes,00000000204:牛すじ煮込み,680,1,0103:社員,2025/08/28 20:19:39,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,25,ドリンク,梅酒,Yes,00000000130:南高梅酒,450,1,0103:社員,2025/08/28 20:49:45,, ,20:配膳済
No:202500100002908,木,2025/08/28 18:58:29,000000016:T16,2,11993,26,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0103:社員,2025/08/28 20:49:45,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,1,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/28 19:01:57,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/28 19:01:57,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,3,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/28 19:01:57,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,4,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,5,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,6,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,7,フード,逸品料理,Yes,00000000204:牛すじ煮込み,680,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,8,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,9,フード,食事,Yes,00000000066:醤油焼きそば,780,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,10,フード,揚げ物,Yes,00000000057:若鶏唐揚げ,560,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,11,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0102:店長,2025/08/28 19:04:23,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,12,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0101:オーナー,2025/08/28 19:28:24,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,13,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0101:オーナー,2025/08/28 19:28:24,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,14,ドリンク,お茶割,Yes,00000000121:緑茶ハイ,430,1,0101:オーナー,2025/08/28 19:51:51,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,15,フード,おつまみ,Yes,00000000026:胡瓜のたたき,380,1,0102:店長,2025/08/28 20:07:39,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,16,フード,揚げ物,Yes,00000000061:ポテトフライ,480,1,0102:店長,2025/08/28 20:07:39,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,17,フード,サラダ,Yes,00000000224:しらすのパスタ,1280,1,0103:社員,2025/08/28 20:48:00,, ,20:配膳済
No:202500100002909,木,2025/08/28 19:01:57,000000002:T2,3,10801,18,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0103:社員,2025/08/28 20:48:00,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,1,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0102:店長,2025/08/28 19:08:46,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,2,ドリンク,お茶割,Yes,00000000120:黒ウーロンハイ,430,1,0102:店長,2025/08/28 19:08:46,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,3,フード,サラダ,Yes,00000000019:温玉入シーザーサラダ,680,1,0102:店長,2025/08/28 19:08:46,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,4,フード,おつまみ,Yes,00000000025:胡瓜一本漬け,380,1,0102:店長,2025/08/28 19:08:46,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,5,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0102:店長,2025/08/28 19:08:46,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,6,フード,焼き物,Yes,00000000192:焼鳥七点盛り合わせ,950,1,0102:店長,2025/08/28 19:08:46,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,7,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0103:社員,2025/08/28 20:06:35,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,8,ドリンク,カクテル,Yes,00000000132:カシスソーダ,480,1,0103:社員,2025/08/28 20:06:35,, ,20:配膳済
No:202500100002910,木,2025/08/28 19:08:46,000000013:T13,2,5442,9,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0103:社員,2025/08/28 20:58:50,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 19:10:13,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 19:10:13,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,3,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 19:10:13,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,4,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 19:10:13,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,5,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:11:46,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,6,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:11:46,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,7,フード,焼き物,Yes,00000000192:焼鳥七点盛り合わせ,950,1,0101:オーナー,2025/08/28 19:13:12,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,8,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0101:オーナー,2025/08/28 19:13:12,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,9,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0101:オーナー,2025/08/28 19:13:12,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,10,フード,揚げ物,Yes,00000000061:ポテトフライ,480,1,0101:オーナー,2025/08/28 19:13:12,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,11,フード,おつまみ,Yes,00000000182:枝豆,380,1,0101:オーナー,2025/08/28 19:13:12,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,12,フード,サラダ,Yes,00000000363:エビマヨ,880,1,0101:オーナー,2025/08/28 19:13:12,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,13,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:14:47,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,14,ドリンク,ソフトドリンク,Yes,00000000166:コーラ,350,1,0102:店長,2025/08/28 19:19:06,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,15,ドリンク,ハイボール,Yes,00000000104:メガジムビームハイボール,880,1,0102:店長,2025/08/28 19:19:06,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,16,ドリンク,ハイボール,Yes,00000000106:山崎プレミアムハイボール,1080,1,0102:店長,2025/08/28 19:19:06,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,17,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 19:33:04,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,18,フード,逸品料理,Yes,00000000421:ソーセージ盛り合わせ,680,1,0102:店長,2025/08/28 19:33:04,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,19,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0102:店長,2025/08/28 19:33:04,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,20,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0102:店長,2025/08/28 19:33:04,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,21,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0101:オーナー,2025/08/28 19:44:32,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,22,ドリンク,ハイボール,Yes,00000000103:ジムビームハイボール,480,1,0101:オーナー,2025/08/28 19:44:32,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,23,ドリンク,ハイボール,Yes,00000000104:メガジムビームハイボール,880,1,0103:社員,2025/08/28 19:47:29,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,24,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0103:社員,2025/08/28 20:05:48,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,25,フード,食事,Yes,00000000066:醤油焼きそば,780,1,0102:店長,2025/08/28 20:07:58,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,26,フード,揚げ物,Yes,00000000198:ちくわ磯部揚げ,580,1,0102:店長,2025/08/28 20:07:58,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,27,ドリンク,ハイボール,Yes,00000000104:メガジムビームハイボール,880,1,0102:店長,2025/08/28 20:07:58,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,28,フード,デザート,Yes,00000000215:揚げゴマ団子,380,1,0103:社員,2025/08/28 21:03:38,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,29,フード,デザート,Yes,00000000074:チーズケーキ,480,1,0103:社員,2025/08/28 21:03:38,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,30,フード,デザート,Yes,00000000074:チーズケーキ,480,1,0103:社員,2025/08/28 21:03:38,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,31,ドリンク,ソフトドリンク,Yes,00000000166:コーラ,350,1,0103:社員,2025/08/28 21:03:38,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,32,ドリンク,ソフトドリンク,Yes,00000000167:ジンジャーエール,350,1,0103:社員,2025/08/28 21:03:38,, ,20:配膳済
No:202500100002911,木,2025/08/28 19:10:13,000000011:T11,4,18761,33,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0103:社員,2025/08/28 21:03:38,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 19:57:35,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 19:57:35,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,3,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0103:社員,2025/08/28 20:03:16,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,4,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0103:社員,2025/08/28 20:03:16,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,5,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0103:社員,2025/08/28 20:05:25,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,6,フード,サラダ,Yes,00000000019:温玉入シーザーサラダ,680,1,0103:社員,2025/08/28 20:05:25,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,7,フード,サラダ,Yes,00000000427:エビとトマトのバジルソースパスタ,1280,1,0102:店長,2025/08/28 20:07:27,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,8,フード,逸品料理,Yes,00000000206:とんぺい焼き,780,1,0102:店長,2025/08/28 20:07:27,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,9,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0103:社員,2025/08/28 21:00:25,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,10,ドリンク,カクテル,Yes,00000000134:カシスグレープフルーツ,480,1,0103:社員,2025/08/28 21:00:25,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,11,フード,焼き物,Yes,00000000032:鶏モモ串,130,1,0103:社員,2025/08/28 21:00:25,, ,20:配膳済
No:202500100002912,木,2025/08/28 19:57:35,000000012:T12,2,6206,12,フード,焼き物,Yes,00000000037:砂肝串,150,1,0103:社員,2025/08/28 21:00:25,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,1,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,2,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,3,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,4,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,5,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,6,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,7,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/28 20:17:38,, ,20:配膳済
No:202500100002913,木,2025/08/28 20:17:38,000000009:T9,8,24500,8,コース,コース,Yes,00000000407:3500円コース,0,0,0101:オーナー,2025/08/28 20:17:38,0101:オーナー,2025/08/28 22:13:12,30:キャンセル済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,3,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,4,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,5,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,6,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,7,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,8,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/28 20:36:31,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,9,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 20:38:02,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,10,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 20:38:02,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,11,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 20:38:02,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,12,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 20:38:02,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,13,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 20:38:02,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,14,フード,サラダ,Yes,00000000363:エビマヨ,880,1,0103:社員,2025/08/28 20:42:49,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,15,フード,サラダ,Yes,00000000460:タコとトマトの大葉マリネ,890,1,0103:社員,2025/08/28 20:42:49,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,16,フード,サラダ,Yes,00000000463:なすの南蛮漬け,590,1,0103:社員,2025/08/28 20:42:49,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,17,フード,サラダ,Yes,00000000429:ホタテといくらのカルパッチョ,1000,1,0103:社員,2025/08/28 20:42:49,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,18,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0103:社員,2025/08/28 20:42:49,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,19,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0103:社員,2025/08/28 20:42:49,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,20,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 20:50:40,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,21,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 20:50:40,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,22,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0103:社員,2025/08/28 20:51:40,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,23,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/28 20:53:51,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,24,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 21:04:52,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,25,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 21:04:52,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,26,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 21:04:52,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,27,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/28 21:04:52,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,28,フード,サラダ,Yes,00000000444:エビとプチトマトのゴヒージョ,1080,1,0102:店長,2025/08/28 21:09:02,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,29,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0102:店長,2025/08/28 21:18:06,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,30,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0102:店長,2025/08/28 21:18:06,, ,20:配膳済
No:202500100002914,木,2025/08/28 20:36:31,000000005:T5,8,32761,31,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0102:店長,2025/08/28 21:18:06,, ,20:配膳済
